站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220715193456,8.9,1008.0,86,132,10.8,0.8,10415.6
58102,20220715193456,2.1,1016.5,71,207,2.2,0.3,10428.4
58118,20220715193456,2.1,1013.9,54,181,6.2,0.5,10297.6
58122,20220715193456,23.8,1025.0,55,358,14.3,1.1,10408.4
58203,20220715193456,21.5,1013.9,74,185,11.1,0.2,10092.1
58215,20220715193456,31.7,1024.3,18,311,11.3,1.5,10458.9
58221,20220715193456,27.9,1023.7,13,154,0.7,1.3,10129.5
58225,20220715193456,18.4,1004.5,39,233,8.2,0.9,10263.0
58236,20220715193456,3.0,1008.0,7,198,9.6,1.5,10339.6
58311,20220715193456,25.3,1022.7,5,300,6.7,1.3,10149.9
58314,20220715193456,21.0,1020.2,62,37,9.5,0.1,10362.4
58319,20220715193456,16.5,1000.2,80,275,2.2,0.2,10001.1
58321,20220715193456,22.2,1022.5,65,142,8.5,0.6,10065.3
58326,20220715193456,7.1,1024.3,97,81,4.2,0.1,10107.8
58336,20220715193456,2.8,1018.6,37,49,3.9,1.0,10355.0
58338,20220715193456,16.1,1017.8,4,288,1.6,1.4,10147.8
58414,20220715193456,4.5,1001.7,76,337,11.9,0.4,10278.7
58419,20220715193456,34.9,1022.9,22,160,11.8,0.1,10237.2
58424,20220715193456,4.9,1016.7,8,240,4.9,0.7,10410.0
58429,20220715193456,2.2,1010.8,21,334,11.9,0.7,10174.1
58436,20220715193456,12.1,1008.8,78,209,11.2,0.8,10450.4
58437,20220715193456,32.3,1008.6,8,60,1.1,0.0,10337.7
58520,20220715193456,6.7,1022.1,67,213,12.6,1.3,10166.2
58531,20220715193456,27.5,1003.5,28,97,1.6,1.5,10322.4
54406,20220715193456,7.0,1024.5,6,74,3.3,0.6,10209.3
54416,20220715193456,20.3,1007.8,83,173,3.5,0.9,10299.4
54511,20220715193456,15.8,1018.8,59,9,12.7,0.4,10213.3
58725,20220715193456,14.8,1012.6,89,180,7.2,0.3,10433.9
58730,20220715193456,19.7,1022.9,89,87,8.9,0.1,10452.4
58731,20220715193456,9.6,1019.4,9,282,11.7,0.3,10160.1
58734,20220715193456,3.5,1022.1,82,2,11.2,0.0,10245.7
58737,20220715193456,27.8,1001.3,59,192,7.0,1.4,10069.7
58744,20220715193456,25.1,1005.3,22,304,12.7,0.5,10092.8
58754,20220715193456,15.8,1017.1,17,83,13.7,0.4,10230.1
58818,20220715193456,7.7,1002.7,26,219,5.6,1.4,10473.3
58820,20220715193456,26.1,1026.0,46,107,7.1,0.3,10203.7
58834,20220715193456,6.1,1009.8,76,357,1.6,0.8,10141.5
58837,20220715193456,29.4,1023.9,37,74,6.7,0.4,10103.5
58843,20220715193456,8.1,1001.6,80,338,14.6,0.0,10076.2
58846,20220715193456,17.3,1017.5,32,182,1.7,1.2,10067.3
58847,20220715193456,18.7,1000.3,81,41,3.6,0.3,10090.0
58911,20220715193456,12.8,1004.0,44,231,1.4,1.5,10314.8
58918,20220715193456,0.1,1014.3,29,307,11.2,0.3,10342.1
58921,20220715193456,28.9,1004.1,20,264,8.3,1.4,10277.1
58926,20220715193456,10.0,1010.5,68,241,11.5,1.1,10287.8
58927,20220715193456,11.9,1007.6,98,67,6.1,0.4,10392.3
58931,20220715193456,19.6,1006.2,29,132,5.7,1.2,10020.6
58933,20220715193456,28.9,1007.3,1,119,3.4,0.7,10370.5
58936,20220715193456,24.0,1026.1,34,239,0.1,0.4,10289.3
58944,20220715193456,11.7,1000.6,88,281,0.9,1.2,10343.6
59113,20220715193456,2.9,1019.1,92,279,5.0,1.1,10492.1
59126,20220715193456,0.3,1008.8,15,119,4.6,1.5,10189.6
59133,20220715193456,12.6,1008.9,7,211,0.6,1.2,10349.0
59134,20220715193456,5.6,1006.9,36,228,4.6,0.6,10100.8
59321,20220715193456,25.0,1003.0,83,28,8.6,0.1,10483.5
52323,20220715193456,34.5,1012.1,44,139,12.4,0.9,10073.8
52418,20220715193456,29.1,1012.9,42,264,11.1,0.0,10405.5
52424,20220715193456,32.7,1008.2,31,318,3.6,0.9,10373.8
52436,20220715193456,23.3,1003.9,9,250,10.1,0.2,10075.9
52446,20220715193456,0.1,1015.9,2,218,1.5,0.8,10492.0
52447,20220715193456,1.4,1020.6,9,24,3.0,0.1,10459.2
52533,20220715193456,18.4,1023.1,29,340,9.3,1.0,10342.0
52546,20220715193456,6.5,1017.0,98,46,1.6,0.5,10011.3
52652,20220715193456,22.5,1025.6,79,207,7.0,0.8,10306.8
52661,20220715193456,14.9,1005.6,16,278,8.4,1.5,10217.1
52674,20220715193456,12.7,1005.9,16,158,12.6,1.2,10218.9
52679,20220715193456,19.3,1012.4,63,33,8.2,1.1,10345.2
52681,20220715193456,29.4,1024.6,29,88,12.2,1.5,10423.2
52787,20220715193456,30.5,1010.9,65,301,11.7,0.7,10493.3
52797,20220715193456,5.2,1010.1,54,159,8.3,0.1,10412.4
52884,20220715193456,0.3,1022.5,1,232,12.1,1.4,10162.5
52895,20220715193456,23.4,1020.8,59,106,5.1,0.2,10486.0
52983,20220715193456,34.1,1021.5,54,230,3.4,0.9,10055.0
52984,20220715193456,18.8,1020.6,15,114,5.7,0.8,10052.8
52986,20220715193456,23.3,1012.1,3,191,10.6,0.7,10409.7
52996,20220715193456,21.0,1009.6,75,175,14.9,0.4,10248.6
53821,20220715193456,12.5,1019.5,68,6,11.8,1.2,10153.2
53915,20220715193456,11.3,1006.1,53,56,9.2,0.6,10144.3
53923,20220715193456,22.6,1018.1,88,124,12.7,1.0,10181.1
56074,20220715193456,32.4,1022.2,85,175,6.8,0.6,10048.2
56080,20220715193456,12.6,1017.7,44,312,11.4,1.0,10497.5
56093,20220715193456,13.9,1003.9,100,17,12.5,1.1,10391.0
56096,20220715193456,6.9,1024.7,9,104,0.6,1.5,10178.8
57014,20220715193456,6.7,1005.7,17,149,13.4,0.4,10153.1
57996,20220715193456,17.7,1023.7,39,247,5.6,0.9,10442.4
59072,20220715193456,9.6,1017.8,3,125,2.7,0.9,10398.8
59082,20220715193456,12.3,1005.2,89,46,12.1,0.4,10020.4
59087,20220715193456,14.5,1021.6,72,13,13.1,0.3,10247.0
59088,20220715193456,27.8,1002.4,71,32,10.6,0.8,10057.1
59096,20220715193456,19.4,1001.6,4,108,13.6,1.3,10221.9
59097,20220715193456,24.5,1023.8,89,89,6.2,0.0,10290.9
59107,20220715193456,28.2,1000.9,51,93,1.7,0.1,10192.1
59116,20220715193456,21.1,1008.3,13,76,0.9,0.2,10445.6
59117,20220715193456,0.4,1022.4,45,142,3.5,1.1,10465.7
59271,20220715193456,12.4,1011.9,65,108,6.2,1.2,10104.7
59278,20220715193456,29.8,1014.7,58,119,10.6,0.4,10124.4
59280,20220715193456,30.4,1023.3,51,316,9.8,0.2,10326.7
59287,20220715193456,0.8,1016.1,37,335,14.0,0.0,10395.2
59289,20220715193456,19.9,1020.7,81,240,3.1,1.2,10082.8
59293,20220715193456,19.2,1019.5,51,209,3.2,0.7,10491.6
59294,20220715193456,9.1,1016.9,2,35,10.5,1.2,10100.0
59298,20220715193456,21.2,1009.1,88,3,1.3,1.2,10061.5
59303,20220715193456,21.9,1006.9,100,291,13.4,0.7,10321.6
59304,20220715193456,5.7,1026.0,73,221,7.5,1.0,10080.0
59306,20220715193456,18.8,1019.1,12,259,0.1,0.5,10096.1
59310,20220715193456,34.0,1021.9,59,1,13.7,0.6,10335.9
59316,20220715193456,3.9,1001.2,19,356,12.8,1.4,10334.1
59317,20220715193456,27.7,1012.9,71,90,2.7,1.0,10413.1
59324,20220715193456,21.0,1023.9,26,172,4.6,1.3,10428.0
59456,20220715193456,25.2,1002.6,79,257,7.5,1.3,10405.7
59462,20220715193456,22.8,1001.7,48,205,1.1,1.3,10059.7
59478,20220715193456,24.8,1018.5,61,146,3.7,1.0,10141.3
59485,20220715193456,10.3,1016.8,32,158,13.9,0.0,10147.1
59488,20220715193456,2.7,1021.7,95,178,5.5,0.0,10138.0
59493,20220715193456,24.7,1006.8,19,357,5.2,0.5,10262.7
59501,20220715193456,26.5,1010.7,36,217,12.0,1.1,10488.7
59658,20220715193456,19.0,1001.9,52,41,10.4,1.0,10449.2
59663,20220715193456,28.3,1025.7,23,83,9.2,0.4,10250.6
59664,20220715193456,0.6,1012.4,70,90,1.0,0.7,10325.8
59673,20220715193456,32.9,1004.4,42,208,3.9,1.2,10018.9
59754,20220715193456,13.5,1002.2,1,188,10.6,0.3,10467.0
57947,20220715193456,10.6,1019.7,33,155,3.1,0.6,10001.7
57957,20220715193456,28.9,1001.9,13,15,2.1,1.4,10132.6
57958,20220715193456,24.7,1025.4,85,243,12.4,0.9,10485.9
59021,20220715193456,17.9,1015.7,61,134,3.4,0.0,10284.9
59023,20220715193456,25.4,1014.0,36,223,0.4,1.1,10367.8
59027,20220715193456,13.6,1014.4,2,135,10.0,1.3,10033.6
59037,20220715193456,12.1,1007.5,96,332,1.7,1.5,10269.2
59046,20220715193456,22.6,1005.8,24,108,1.7,0.8,10279.6
59058,20220715193456,33.0,1014.1,29,34,6.4,1.1,10425.0
59065,20220715193456,28.5,1020.4,9,140,10.8,0.5,10346.8
59209,20220715193456,30.3,1014.7,67,224,12.0,1.0,10014.1
59211,20220715193456,18.5,1006.7,90,202,0.6,0.8,10416.2
59218,20220715193456,25.2,1011.6,77,97,14.5,0.4,10212.9
59228,20220715193456,17.1,1011.6,21,321,5.5,0.8,10310.5
59242,20220715193456,33.3,1013.7,71,267,11.2,1.2,10022.8
59254,20220715193456,29.3,1000.2,53,53,10.0,1.3,10011.1
59265,20220715193456,29.3,1019.4,46,113,0.2,1.3,10092.2
