站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713154258,27.1,1016.6,12,66,9.3,1.1,10078.7
58102,20220713154258,15.3,1000.7,79,272,5.2,1.2,10476.3
58118,20220713154258,33.0,1002.3,6,157,14.2,1.1,10377.6
58122,20220713154258,21.1,1016.4,41,186,14.3,1.0,10236.8
58203,20220713154258,30.2,1002.0,95,67,11.1,1.3,10188.9
58215,20220713154258,20.2,1020.3,12,292,1.6,0.1,10496.3
58221,20220713154258,9.0,1006.1,40,247,6.4,0.8,10087.8
58225,20220713154258,8.1,1015.5,40,67,4.4,0.7,10380.3
58236,20220713154258,9.8,1009.5,25,83,5.5,1.0,10198.6
58311,20220713154258,21.7,1021.7,96,122,3.6,0.6,10179.3
58314,20220713154258,28.4,1019.5,5,104,12.8,1.1,10095.8
58319,20220713154258,11.4,1025.6,89,113,14.6,0.4,10159.4
58321,20220713154258,31.0,1002.1,59,91,8.7,1.0,10087.0
58326,20220713154258,32.6,1016.4,57,121,8.3,1.5,10323.5
58336,20220713154258,26.0,1008.7,95,193,1.4,1.4,10416.6
58338,20220713154258,19.6,1007.3,55,56,13.4,1.4,10456.1
58414,20220713154258,30.7,1025.4,63,102,3.6,0.8,10196.0
58419,20220713154258,2.2,1002.6,60,159,11.2,1.1,10042.2
58424,20220713154258,20.1,1024.4,21,37,3.3,1.4,10108.8
58429,20220713154258,19.4,1017.0,93,91,1.0,0.2,10170.7
58436,20220713154258,31.9,1001.6,70,237,6.5,1.1,10464.6
58437,20220713154258,14.3,1007.5,58,28,6.3,0.5,10317.9
58520,20220713154258,1.3,1022.7,33,340,10.3,0.0,10236.3
58531,20220713154258,18.1,1003.9,81,123,8.6,0.0,10014.8
54406,20220713154258,31.8,1003.6,55,293,11.4,1.5,10301.0
54416,20220713154258,26.3,1016.8,76,153,11.3,1.2,10499.3
54511,20220713154258,4.7,1024.6,62,13,3.6,0.6,10474.6
58725,20220713154258,18.7,1015.3,64,306,1.9,1.1,10168.4
58730,20220713154258,23.1,1007.9,89,172,4.2,0.6,10023.1
58731,20220713154258,29.1,1010.2,21,186,2.5,1.1,10240.3
58734,20220713154258,2.5,1006.2,33,358,3.3,1.0,10395.3
58737,20220713154258,11.2,1007.5,97,73,4.0,0.7,10428.9
58744,20220713154258,1.8,1018.8,53,285,8.0,1.2,10213.5
58754,20220713154258,26.0,1024.9,68,271,0.3,1.5,10207.1
58818,20220713154258,25.3,1025.3,89,330,1.5,0.4,10248.2
58820,20220713154258,21.4,1000.1,12,64,5.8,0.0,10211.4
58834,20220713154258,9.3,1020.3,29,129,13.2,1.2,10309.4
