站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713152641,27.1,1012.0,64,168,14.3,0.4,10327.5
58102,20220713152641,1.6,1019.1,70,308,3.9,1.0,10060.5
58118,20220713152641,31.1,1007.2,78,53,9.7,0.4,10102.9
58122,20220713152641,22.9,1020.1,92,339,2.3,0.3,10130.1
58203,20220713152641,34.6,1000.3,93,175,12.3,0.7,10489.5
58215,20220713152641,7.4,1021.9,44,16,7.0,0.8,10029.8
58221,20220713152641,33.8,1019.8,60,82,13.0,1.3,10444.1
58225,20220713152641,7.1,1000.5,90,10,1.1,1.2,10488.7
58236,20220713152641,16.2,1011.4,66,299,6.2,0.5,10131.7
58311,20220713152641,31.1,1000.1,91,113,12.5,1.3,10131.2
58314,20220713152641,15.1,1004.5,96,156,5.5,1.0,10214.4
58319,20220713152641,5.6,1009.8,38,45,0.8,0.2,10389.9
58321,20220713152641,2.7,1004.0,90,9,8.9,1.5,10196.4
58326,20220713152641,25.5,1024.1,24,51,8.3,0.1,10435.9
58336,20220713152641,12.5,1008.0,76,96,0.0,1.4,10145.6
58338,20220713152641,10.4,1012.3,87,105,12.4,0.7,10043.5
58414,20220713152641,8.7,1020.1,10,76,1.1,1.1,10168.7
58419,20220713152641,4.8,1019.6,27,139,7.4,0.9,10030.1
58424,20220713152641,8.3,1013.1,48,200,1.6,1.0,10177.6
58429,20220713152641,24.6,1014.8,46,26,2.7,1.5,10164.3
58436,20220713152641,31.3,1016.0,34,65,5.8,1.5,10264.4
58437,20220713152641,4.4,1000.9,60,245,10.2,1.3,10241.9
58520,20220713152641,9.6,1023.6,87,18,10.2,1.0,10381.0
58531,20220713152641,20.7,1018.0,39,30,5.9,1.5,10216.6
54406,20220713152641,21.6,1019.7,93,311,7.2,0.5,10187.4
54416,20220713152641,1.7,1024.5,71,214,6.6,0.2,10047.2
54511,20220713152641,29.2,1019.7,68,29,0.4,1.0,10342.5
58725,20220713152641,27.2,1003.7,98,119,10.4,1.1,10421.8
58730,20220713152641,32.2,1009.8,43,203,14.0,0.2,10424.9
58731,20220713152641,17.4,1025.1,24,326,3.4,0.1,10062.2
58734,20220713152641,26.0,1019.7,33,13,4.5,1.2,10259.2
58737,20220713152641,19.4,1023.3,10,79,0.0,1.0,10317.0
58744,20220713152641,21.9,1005.7,65,200,7.2,1.0,10186.2
58754,20220713152641,20.9,1022.9,23,138,10.6,0.9,10182.1
58818,20220713152641,29.4,1011.2,79,194,7.2,0.6,10313.2
58820,20220713152641,6.3,1019.4,42,210,2.4,0.2,10095.2
58834,20220713152641,8.5,1007.2,73,53,11.0,1.3,10077.6
58837,20220713152641,0.8,1021.7,81,117,9.2,0.6,10370.5
58843,20220713152641,11.2,1018.1,53,224,14.4,1.4,10228.7
58846,20220713152641,7.2,1007.7,59,25,6.1,0.3,10241.6
58847,20220713152641,6.3,1018.4,37,274,11.6,0.5,10079.6
58911,20220713152641,25.7,1026.0,5,311,4.9,1.3,10297.6
58918,20220713152641,0.9,1016.6,88,173,4.3,0.4,10027.7
58921,20220713152641,29.8,1024.4,29,125,12.1,1.0,10316.2
58926,20220713152641,8.8,1016.4,98,223,14.3,1.3,10381.0
