站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713154058,16.4,1003.8,2,186,7.4,0.9,10296.7
58102,20220713154058,15.3,1006.5,17,154,10.3,0.7,10482.2
58118,20220713154058,23.9,1006.4,89,77,9.0,0.1,10399.9
58122,20220713154058,18.1,1016.7,21,282,10.6,0.9,10328.7
58203,20220713154058,22.9,1025.0,3,148,1.5,0.4,10436.4
58215,20220713154058,25.2,1009.7,98,45,0.4,0.5,10102.8
58221,20220713154058,6.2,1003.0,50,218,8.9,0.1,10146.2
58225,20220713154058,9.6,1012.6,94,250,0.0,0.2,10407.1
58236,20220713154058,32.3,1003.0,53,271,11.2,0.2,10375.0
58311,20220713154058,14.4,1005.7,78,351,7.1,0.6,10371.3
58314,20220713154058,23.1,1000.7,41,265,3.7,0.5,10385.2
58319,20220713154058,15.4,1019.5,80,311,5.8,0.0,10311.2
58321,20220713154058,13.1,1014.3,48,38,8.5,0.7,10121.5
58326,20220713154058,16.0,1010.4,93,70,2.4,0.9,10349.3
58336,20220713154058,15.2,1011.8,11,283,14.0,0.7,10036.3
58338,20220713154058,29.2,1007.4,84,309,7.7,1.0,10104.6
58414,20220713154058,29.1,1011.9,95,314,2.9,1.3,10047.2
58419,20220713154058,15.4,1016.9,54,215,10.6,1.3,10470.8
58424,20220713154058,5.8,1012.7,99,217,1.7,0.5,10358.4
58429,20220713154058,5.0,1014.6,61,160,11.2,0.0,10030.4
58436,20220713154058,17.1,1000.0,70,175,9.9,0.0,10003.9
58437,20220713154058,21.6,1020.9,35,206,0.6,1.5,10378.8
58520,20220713154058,34.9,1002.0,11,54,0.4,0.4,10308.8
58531,20220713154058,27.1,1015.8,25,222,13.9,1.2,10125.5
54406,20220713154058,16.8,1007.2,24,193,14.3,1.2,10316.1
54416,20220713154058,13.8,1012.5,91,55,7.2,1.2,10180.4
54511,20220713154058,14.1,1004.3,87,92,0.0,1.2,10026.6
58725,20220713154058,31.1,1001.4,10,159,8.2,1.3,10135.4
58730,20220713154058,34.3,1015.0,88,158,10.2,1.4,10116.1
58731,20220713154058,27.3,1007.5,41,322,1.5,0.2,10477.0
58734,20220713154058,11.1,1005.1,44,277,1.9,0.9,10240.1
58737,20220713154058,16.8,1007.0,100,38,13.9,1.3,10025.6
58744,20220713154058,1.5,1023.7,24,329,6.4,0.7,10128.2
58754,20220713154058,1.8,1003.6,100,336,2.6,1.5,10355.7
58818,20220713154058,24.1,1006.8,81,1,2.9,0.3,10309.7
58820,20220713154058,20.8,1016.4,13,194,8.6,0.4,10237.8
58834,20220713154058,18.6,1025.1,16,11,6.5,1.0,10453.4
58837,20220713154058,3.2,1012.3,81,131,12.7,0.3,10039.0
58843,20220713154058,25.0,1005.9,31,239,9.7,0.2,10033.2
58846,20220713154058,13.0,1019.2,85,210,4.3,0.0,10200.7
58847,20220713154058,22.0,1009.5,11,197,13.1,1.3,10138.2
58911,20220713154058,17.4,1004.2,62,161,2.1,0.1,10257.5
58918,20220713154058,11.2,1008.4,52,263,4.8,0.5,10174.2
58921,20220713154058,12.5,1014.0,89,75,13.4,0.0,10125.5
58926,20220713154058,28.1,1004.0,63,330,3.1,0.8,10351.6
58927,20220713154058,0.0,1015.4,81,163,6.7,1.3,10044.7
58931,20220713154058,17.3,1021.1,29,78,11.2,0.8,10374.6
58933,20220713154058,26.8,1000.2,97,177,11.5,0.4,10487.0
58936,20220713154058,1.5,1016.3,42,359,7.9,1.2,10347.1
58944,20220713154058,22.4,1016.5,14,204,13.2,0.9,10466.7
59113,20220713154058,25.4,1015.1,85,301,12.4,0.5,10194.3
59126,20220713154058,20.6,1010.4,73,6,6.6,0.5,10027.4
59133,20220713154058,17.5,1007.7,92,153,6.6,1.2,10202.2
59134,20220713154058,4.9,1020.0,59,165,12.1,0.3,10019.0
59321,20220713154058,3.5,1012.1,22,46,0.2,1.4,10443.4
52323,20220713154058,30.3,1004.3,31,84,12.2,1.4,10466.6
52418,20220713154058,17.7,1018.0,70,234,8.3,0.4,10082.9
52424,20220713154058,25.8,1002.9,76,46,3.7,1.3,10137.3
52436,20220713154058,6.0,1009.1,85,5,2.2,1.4,10489.4
52446,20220713154058,34.5,1006.4,23,52,13.9,0.4,10236.3
52447,20220713154058,18.6,1012.1,31,73,8.4,0.3,10145.6
52533,20220713154058,21.9,1000.4,87,270,5.6,1.0,10441.1
52546,20220713154058,1.5,1010.2,72,183,10.4,0.3,10145.5
52652,20220713154058,21.6,1008.0,44,83,13.1,0.5,10435.7
52661,20220713154058,34.8,1018.2,77,163,2.5,0.2,10252.7
52674,20220713154058,9.1,1014.8,17,148,1.9,0.7,10031.9
52679,20220713154058,13.0,1023.9,67,190,6.8,0.5,10471.2
52681,20220713154058,13.0,1018.4,46,21,1.4,0.0,10458.1
52787,20220713154058,33.9,1000.0,64,228,2.4,0.7,10264.6
52797,20220713154058,9.8,1019.7,94,331,1.0,1.3,10292.0
52884,20220713154058,11.1,1008.1,91,179,13.7,0.1,10061.6
52895,20220713154058,18.2,1001.5,60,310,4.9,0.8,10144.7
52983,20220713154058,10.0,1010.7,40,194,10.4,1.1,10449.0
52984,20220713154058,1.2,1013.1,39,351,10.0,1.1,10262.6
52986,20220713154058,22.1,1009.5,35,34,1.1,0.5,10250.3
52996,20220713154058,32.7,1017.8,39,257,13.8,1.3,10132.4
53821,20220713154058,3.9,1007.1,72,326,10.3,1.4,10217.3
53915,20220713154058,11.2,1003.2,55,178,6.6,0.5,10430.7
53923,20220713154058,5.2,1020.1,17,29,7.1,0.6,10300.9
56074,20220713154058,8.7,1025.6,29,306,11.9,0.2,10324.9
56080,20220713154058,28.3,1023.1,35,250,12.2,1.3,10225.1
56093,20220713154058,0.1,1002.5,29,266,13.7,0.6,10121.1
56096,20220713154058,21.5,1022.0,99,250,10.4,0.2,10249.3
57014,20220713154058,34.0,1024.4,75,220,10.0,1.0,10235.7
57996,20220713154058,4.1,1023.5,94,252,8.8,1.2,10254.0
59072,20220713154058,7.0,1022.7,43,359,0.7,0.6,10445.2
59082,20220713154058,26.5,1018.4,8,100,8.2,0.5,10156.3
59087,20220713154058,28.2,1004.9,22,1,14.3,0.3,10196.9
59088,20220713154058,7.3,1004.4,73,267,2.2,1.4,10480.6
59096,20220713154058,18.0,1024.3,86,305,8.5,1.1,10452.9
59097,20220713154058,28.6,1010.9,47,252,5.6,0.1,10163.0
59107,20220713154058,21.3,1019.1,16,234,8.5,1.2,10467.3
59116,20220713154058,23.5,1016.6,14,245,13.7,0.6,10358.2
59117,20220713154058,17.5,1019.1,45,14,0.4,1.4,10052.4
59271,20220713154058,17.1,1002.1,20,106,6.3,0.2,10260.2
59278,20220713154058,26.0,1009.1,24,167,8.2,0.6,10382.8
59280,20220713154058,28.5,1006.8,73,169,6.4,0.6,10310.7
59287,20220713154058,19.3,1007.4,73,143,8.2,0.0,10172.1
59289,20220713154058,21.5,1011.0,41,159,11.2,0.4,10014.9
59293,20220713154058,6.4,1013.3,97,196,9.9,0.7,10068.5
