站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713153758,26.4,1021.3,91,30,5.9,1.3,10196.8
58102,20220713153758,25.0,1015.8,21,114,9.2,0.9,10256.8
58118,20220713153758,2.9,1004.3,66,169,6.4,0.9,10214.5
58122,20220713153758,23.5,1000.3,45,284,3.6,0.2,10418.4
58203,20220713153758,11.8,1010.0,82,130,5.5,1.1,10146.7
58215,20220713153758,23.4,1025.7,11,222,11.6,0.6,10363.1
58221,20220713153758,20.9,1009.7,90,290,6.7,0.6,10222.0
58225,20220713153758,11.3,1000.6,27,239,1.5,1.0,10440.3
58236,20220713153758,28.2,1021.5,60,273,6.7,0.8,10056.9
58311,20220713153758,31.4,1001.9,69,348,8.6,1.1,10139.5
58314,20220713153758,23.0,1003.8,19,356,7.1,0.3,10242.9
58319,20220713153758,31.5,1020.8,79,22,5.7,0.8,10368.2
58321,20220713153758,21.0,1006.4,1,355,12.4,0.3,10194.5
58326,20220713153758,31.2,1015.2,25,327,11.6,1.2,10182.1
58336,20220713153758,0.7,1007.5,39,247,3.9,0.0,10070.8
58338,20220713153758,33.8,1023.3,63,300,3.3,0.5,10123.8
58414,20220713153758,20.4,1021.2,60,72,2.6,0.0,10295.4
58419,20220713153758,17.8,1002.1,89,47,2.3,0.8,10060.8
58424,20220713153758,2.5,1024.4,23,4,8.6,0.0,10075.3
58429,20220713153758,29.6,1009.0,79,47,14.0,0.9,10329.8
58436,20220713153758,9.6,1025.4,67,264,13.1,0.6,10456.5
58437,20220713153758,10.8,1000.1,18,52,10.7,0.5,10467.8
58520,20220713153758,30.6,1021.7,27,104,13.3,0.4,10288.0
58531,20220713153758,13.6,1024.2,24,37,3.5,0.6,10427.6
54406,20220713153758,25.6,1024.3,29,251,2.7,0.7,10425.4
54416,20220713153758,5.1,1001.8,46,60,6.1,1.0,10190.2
54511,20220713153758,7.6,1017.3,98,13,4.5,0.7,10409.6
58725,20220713153758,32.6,1008.1,99,112,4.0,0.2,10000.9
58730,20220713153758,18.9,1002.9,90,183,1.9,0.2,10470.0
58731,20220713153758,1.9,1014.0,71,68,13.8,0.3,10151.5
58734,20220713153758,13.6,1020.3,15,149,0.7,0.7,10107.5
58737,20220713153758,0.8,1021.6,54,27,11.4,1.1,10130.6
58744,20220713153758,13.1,1009.8,93,320,14.9,0.9,10359.0
58754,20220713153758,12.6,1026.1,91,296,11.6,0.8,10302.3
58818,20220713153758,29.3,1024.0,7,355,1.3,0.0,10400.3
58820,20220713153758,12.9,1018.3,1,57,12.1,1.3,10403.8
58834,20220713153758,5.9,1004.1,56,91,3.2,0.7,10113.5
58837,20220713153758,30.8,1009.0,60,192,3.4,0.5,10174.3
58843,20220713153758,25.8,1009.1,46,307,4.1,0.3,10291.2
58846,20220713153758,26.0,1014.8,40,81,5.8,1.1,10053.5
58847,20220713153758,18.1,1008.4,75,40,10.3,1.3,10291.0
58911,20220713153758,21.1,1022.0,87,330,11.3,0.1,10185.1
58918,20220713153758,15.3,1024.6,44,49,10.8,0.8,10337.7
58921,20220713153758,20.1,1015.4,72,0,6.9,0.2,10382.3
58926,20220713153758,13.4,1006.0,53,322,9.6,1.1,10250.4
58927,20220713153758,20.3,1019.2,46,198,4.5,1.1,10081.7
58931,20220713153758,2.6,1021.4,84,267,2.7,1.4,10460.6
58933,20220713153758,17.7,1016.4,66,269,1.5,1.2,10411.5
58936,20220713153758,21.6,1002.1,44,332,14.8,0.4,10323.2
58944,20220713153758,6.9,1021.9,9,218,14.1,0.5,10460.5
59113,20220713153758,30.6,1006.7,47,6,11.8,0.5,10237.4
59126,20220713153758,31.9,1000.0,63,153,3.1,1.5,10026.6
59133,20220713153758,10.0,1001.5,24,280,6.3,0.3,10003.2
59134,20220713153758,26.0,1004.0,72,329,4.4,0.4,10342.8
59321,20220713153758,14.1,1010.5,97,266,2.4,0.6,10411.2
52323,20220713153758,30.2,1009.1,79,242,8.8,0.0,10094.5
52418,20220713153758,9.8,1018.3,50,225,9.0,0.4,10035.5
52424,20220713153758,31.5,1001.6,91,177,5.8,1.0,10119.4
52436,20220713153758,5.2,1019.1,39,122,3.3,0.2,10482.5
52446,20220713153758,11.0,1015.6,93,34,0.9,1.4,10479.5
52447,20220713153758,30.1,1002.1,76,208,3.9,0.8,10182.8
52533,20220713153758,1.5,1004.6,31,275,4.4,0.9,10377.3
52546,20220713153758,25.3,1009.2,32,159,13.5,1.3,10475.7
52652,20220713153758,16.2,1000.5,22,218,13.8,1.0,10005.9
52661,20220713153758,6.9,1015.5,34,26,5.7,0.1,10142.9
52674,20220713153758,28.3,1001.9,52,180,9.0,1.4,10090.6
52679,20220713153758,5.8,1000.2,20,230,9.6,0.2,10247.2
52681,20220713153758,0.3,1010.6,4,91,2.9,1.2,10356.2
52787,20220713153758,17.3,1001.9,68,277,8.5,1.2,10393.1
52797,20220713153758,33.5,1003.3,83,42,10.5,0.5,10336.7
52884,20220713153758,23.2,1015.2,42,344,7.6,0.9,10303.2
