站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713153658,9.4,1016.7,38,359,4.3,1.4,10025.8
58102,20220713153658,32.6,1026.4,68,250,6.4,1.2,10202.7
58118,20220713153658,8.8,1001.3,20,325,8.7,0.5,10470.5
58122,20220713153658,17.8,1020.5,40,81,3.3,0.7,10321.1
58203,20220713153658,10.4,1024.6,100,306,12.1,0.4,10266.4
58215,20220713153658,1.2,1024.6,44,122,11.2,0.6,10384.7
58221,20220713153658,0.5,1006.8,23,219,3.8,0.9,10180.8
58225,20220713153658,17.5,1014.2,98,326,4.4,0.8,10181.2
58236,20220713153658,12.9,1025.8,20,206,14.6,1.0,10320.5
58311,20220713153658,32.4,1004.3,63,145,13.4,0.9,10073.9
58314,20220713153658,13.2,1005.7,65,144,8.5,0.2,10480.7
58319,20220713153658,20.8,1024.9,42,293,12.1,0.2,10046.2
58321,20220713153658,4.8,1018.6,52,85,9.6,1.5,10411.8
58326,20220713153658,9.3,1012.5,30,82,5.4,1.5,10427.8
58336,20220713153658,32.7,1018.3,48,37,7.5,1.5,10260.6
58338,20220713153658,27.2,1012.1,38,199,3.2,1.4,10154.3
58414,20220713153658,2.1,1015.8,18,131,9.7,1.2,10350.5
58419,20220713153658,18.1,1026.3,93,76,8.9,0.1,10457.9
58424,20220713153658,26.0,1014.7,52,173,7.2,0.2,10198.1
58429,20220713153658,30.7,1024.9,37,111,1.5,0.1,10335.8
58436,20220713153658,16.9,1007.6,96,253,7.6,0.4,10330.1
58437,20220713153658,2.6,1023.8,46,217,12.6,0.5,10084.9
58520,20220713153658,17.6,1015.3,9,110,3.2,0.7,10347.1
58531,20220713153658,31.7,1013.0,71,93,12.4,1.4,10279.1
54406,20220713153658,16.4,1004.4,19,351,14.2,1.4,10340.8
54416,20220713153658,17.9,1011.3,74,204,6.1,0.6,10436.4
54511,20220713153658,30.9,1006.2,71,305,12.5,1.5,10193.8
58725,20220713153658,25.6,1012.3,17,13,5.0,1.0,10470.6
58730,20220713153658,8.4,1011.0,87,276,3.1,0.0,10153.4
58731,20220713153658,17.1,1010.5,57,105,14.9,0.6,10116.1
58734,20220713153658,3.1,1008.9,55,52,6.6,1.3,10467.0
58737,20220713153658,8.3,1017.4,79,310,14.4,1.0,10123.5
58744,20220713153658,12.3,1005.2,34,151,7.9,1.1,10430.1
58754,20220713153658,17.9,1006.9,100,87,9.6,0.7,10028.9
58818,20220713153658,24.5,1024.7,75,320,14.4,0.1,10438.6
58820,20220713153658,21.3,1018.9,23,342,6.0,0.0,10491.2
58834,20220713153658,6.4,1007.5,69,23,3.3,1.3,10453.4
58837,20220713153658,12.8,1012.3,15,27,9.9,0.1,10213.3
58843,20220713153658,22.5,1020.6,48,163,6.0,1.0,10255.0
58846,20220713153658,31.8,1024.6,68,235,5.7,1.0,10430.7
58847,20220713153658,34.2,1010.1,22,343,9.7,1.3,10424.9
58911,20220713153658,10.3,1001.5,55,24,7.0,0.8,10439.0
58918,20220713153658,13.9,1013.9,39,56,5.7,0.1,10282.4
58921,20220713153658,14.1,1017.4,67,314,11.2,1.4,10391.5
58926,20220713153658,21.1,1013.6,59,346,2.4,0.3,10477.7
58927,20220713153658,9.4,1009.5,42,123,2.0,1.5,10098.9
58931,20220713153658,5.1,1024.0,24,161,4.9,0.5,10359.9
58933,20220713153658,9.5,1020.9,42,246,10.8,0.3,10379.2
58936,20220713153658,15.0,1004.1,42,352,11.9,0.3,10213.7
58944,20220713153658,18.3,1014.9,46,347,0.9,1.4,10342.0
59113,20220713153658,18.3,1013.3,72,43,9.8,1.0,10024.4
59126,20220713153658,22.7,1023.0,67,178,5.9,0.3,10342.2
59133,20220713153658,33.0,1001.4,89,282,0.8,0.5,10011.1
59134,20220713153658,21.5,1013.9,19,173,6.9,0.3,10290.0
59321,20220713153658,15.4,1023.1,65,354,8.4,1.1,10060.5
52323,20220713153658,29.7,1024.8,27,344,4.3,0.8,10022.7
52418,20220713153658,14.2,1016.1,32,14,11.5,1.2,10039.0
52424,20220713153658,22.9,1017.8,56,355,8.8,0.9,10387.4
52436,20220713153658,16.3,1012.8,22,279,8.9,0.9,10301.0
52446,20220713153658,7.4,1007.4,96,318,0.8,0.1,10211.5
52447,20220713153658,4.3,1005.0,90,348,1.6,0.5,10118.7
52533,20220713153658,28.5,1008.8,51,119,14.6,1.4,10278.4
52546,20220713153658,12.0,1016.6,95,173,12.0,1.2,10215.2
52652,20220713153658,22.1,1015.0,91,285,8.2,0.5,10420.7
52661,20220713153658,8.7,1009.8,90,155,2.3,1.1,10137.9
52674,20220713153658,21.0,1003.2,38,305,9.7,1.2,10452.8
52679,20220713153658,3.1,1021.3,51,80,12.9,0.4,10095.0
52681,20220713153658,4.0,1017.1,11,143,7.4,0.9,10392.0
52787,20220713153658,10.5,1009.0,44,28,9.9,0.0,10167.4
52797,20220713153658,8.7,1018.8,100,296,6.7,0.8,10287.5
52884,20220713153658,11.3,1006.8,26,280,2.6,1.1,10393.1
52895,20220713153658,29.5,1012.5,70,261,14.2,0.0,10186.2
52983,20220713153658,26.1,1020.5,25,94,7.5,1.5,10354.2
52984,20220713153658,4.9,1012.7,66,281,11.7,0.8,10028.3
52986,20220713153658,4.5,1010.5,11,3,13.3,0.3,10326.8
52996,20220713153658,17.0,1020.9,8,292,3.9,0.9,10344.5
53821,20220713153658,7.1,1022.1,11,51,4.6,0.6,10344.8
53915,20220713153658,29.3,1006.4,48,62,0.8,0.5,10492.5
53923,20220713153658,24.9,1005.6,25,24,8.6,1.0,10423.7
56074,20220713153658,10.7,1001.1,84,304,3.7,0.3,10347.9
56080,20220713153658,10.9,1015.7,42,62,8.3,1.1,10041.3
56093,20220713153658,20.8,1023.3,40,256,14.4,0.6,10090.9
56096,20220713153658,1.1,1016.3,66,359,13.5,1.3,10365.5
57014,20220713153658,23.1,1005.8,65,275,14.4,0.3,10271.2
57996,20220713153658,13.6,1022.2,88,280,6.4,0.5,10029.1
59072,20220713153658,5.1,1022.9,88,230,7.4,1.0,10411.1
59082,20220713153658,18.5,1020.5,98,160,2.0,0.3,10274.7
59087,20220713153658,17.7,1004.7,49,301,12.8,0.4,10079.9
59088,20220713153658,9.2,1020.3,61,236,0.6,1.1,10274.0
59096,20220713153658,21.1,1018.0,91,0,6.7,0.9,10285.0
59097,20220713153658,28.5,1003.8,42,262,2.5,1.1,10456.3
59107,20220713153658,14.7,1002.9,87,343,0.8,1.4,10145.5
59116,20220713153658,1.6,1011.0,65,251,6.4,0.8,10272.2
59117,20220713153658,30.1,1008.6,36,312,5.6,0.5,10248.2
59271,20220713153658,30.1,1019.6,68,137,6.6,1.2,10257.8
59278,20220713153658,15.1,1004.9,66,137,0.5,1.2,10452.2
59280,20220713153658,23.9,1018.3,29,210,8.9,0.0,10224.1
59287,20220713153658,7.0,1026.1,81,207,9.7,1.5,10316.2
59289,20220713153658,19.9,1017.6,37,231,0.5,1.5,10067.8
59293,20220713153658,2.3,1003.0,32,13,1.7,0.4,10082.2
59294,20220713153658,16.0,1008.5,95,28,9.1,1.0,10035.4
59298,20220713153658,25.0,1006.8,5,167,13.9,0.1,10407.6
59303,20220713153658,1.5,1017.9,86,186,10.1,1.3,10172.5
59304,20220713153658,1.4,1026.1,30,109,9.4,0.0,10062.1
59306,20220713153658,21.6,1015.0,97,43,1.1,0.6,10452.1
59310,20220713153658,33.0,1011.2,16,184,3.3,1.1,10472.3
59316,20220713153658,6.8,1015.6,38,183,1.3,1.0,10453.9
59317,20220713153658,2.2,1001.1,39,234,2.4,0.3,10231.1
59324,20220713153658,15.1,1008.1,99,79,14.1,0.2,10031.9
59456,20220713153658,4.2,1020.2,40,156,5.1,0.2,10494.0
59462,20220713153658,34.2,1013.3,16,339,8.2,0.0,10156.6
59478,20220713153658,6.8,1007.4,84,81,12.5,1.3,10315.0
59485,20220713153658,24.6,1000.0,91,20,12.3,1.2,10056.2
59488,20220713153658,9.9,1019.7,19,79,2.4,0.1,10261.2
59493,20220713153658,33.0,1001.3,73,70,3.9,0.3,10476.9
59501,20220713153658,25.6,1022.4,96,178,2.5,1.4,10253.9
59658,20220713153658,16.3,1025.6,67,193,4.3,0.8,10270.4
59663,20220713153658,0.1,1024.4,78,152,3.6,1.5,10037.8
59664,20220713153658,25.0,1007.5,80,157,2.0,1.1,10490.2
59673,20220713153658,3.2,1018.5,73,232,8.6,0.7,10007.7
59754,20220713153658,24.0,1004.2,30,43,10.0,1.1,10345.3
57947,20220713153658,18.3,1019.4,43,121,10.3,0.3,10356.2
57957,20220713153658,25.7,1006.4,98,273,12.6,0.4,10190.4
57958,20220713153658,6.2,1018.4,95,86,7.2,0.6,10008.5
59021,20220713153658,14.3,1002.6,42,202,8.3,1.4,10365.6
59023,20220713153658,30.2,1013.8,55,71,7.4,1.3,10217.3
