站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713153858,13.2,1002.6,59,28,11.7,1.4,10248.6
58102,20220713153858,3.0,1006.4,26,114,5.8,0.1,10493.1
58118,20220713153858,13.2,1003.5,56,12,7.8,1.4,10362.7
58122,20220713153858,30.4,1016.4,15,23,10.2,0.0,10347.7
58203,20220713153858,20.4,1014.3,62,118,11.1,0.7,10127.8
58215,20220713153858,19.6,1024.1,97,83,10.1,1.3,10218.4
58221,20220713153858,31.2,1023.6,6,139,10.1,0.0,10266.3
58225,20220713153858,25.8,1020.5,62,220,4.5,0.8,10122.9
58236,20220713153858,6.0,1020.4,49,199,10.4,0.9,10372.9
58311,20220713153858,26.4,1020.2,68,218,8.3,1.1,10056.2
58314,20220713153858,3.8,1002.3,23,358,8.9,0.3,10124.2
58319,20220713153858,25.1,1002.9,53,273,4.0,1.3,10221.9
58321,20220713153858,8.5,1018.8,22,224,7.8,0.5,10249.7
58326,20220713153858,16.7,1023.2,85,270,1.6,1.1,10448.1
58336,20220713153858,19.1,1007.3,82,148,0.8,1.5,10345.0
58338,20220713153858,3.2,1019.3,48,101,7.2,0.3,10018.0
58414,20220713153858,1.1,1006.5,32,339,0.8,0.5,10439.5
58419,20220713153858,28.2,1001.6,71,261,1.1,0.6,10031.9
58424,20220713153858,22.5,1008.9,72,299,12.7,0.0,10084.8
58429,20220713153858,10.6,1012.4,59,316,9.2,1.4,10041.4
58436,20220713153858,32.2,1009.4,44,81,7.6,0.2,10101.0
58437,20220713153858,3.5,1003.6,21,245,1.0,1.1,10294.3
58520,20220713153858,3.0,1010.7,22,10,0.9,0.8,10010.4
58531,20220713153858,23.2,1020.3,55,32,6.0,0.0,10059.8
54406,20220713153858,31.4,1025.2,38,211,3.2,1.2,10465.3
54416,20220713153858,31.5,1007.6,91,35,4.2,1.0,10469.2
54511,20220713153858,34.6,1006.8,72,275,10.3,0.1,10098.6
58725,20220713153858,29.8,1025.9,13,188,8.8,1.0,10283.2
58730,20220713153858,7.3,1001.0,34,52,10.3,0.7,10370.3
58731,20220713153858,26.5,1016.7,82,227,6.8,0.7,10111.0
58734,20220713153858,12.6,1020.8,69,65,13.9,1.1,10284.7
58737,20220713153858,34.7,1007.4,24,256,2.4,1.5,10152.7
58744,20220713153858,26.2,1015.6,30,162,13.3,0.3,10497.9
58754,20220713153858,4.4,1002.3,43,325,9.7,1.1,10112.0
58818,20220713153858,8.8,1022.8,69,329,8.2,0.8,10499.4
58820,20220713153858,24.3,1012.2,92,185,1.2,1.0,10484.2
58834,20220713153858,17.1,1017.4,78,350,10.2,1.5,10499.1
58837,20220713153858,5.0,1015.9,79,74,1.4,0.5,10232.0
58843,20220713153858,28.5,1005.3,26,209,9.7,0.1,10368.3
58846,20220713153858,13.2,1026.1,58,346,0.8,1.2,10306.6
58847,20220713153858,5.9,1011.5,45,266,1.6,0.9,10334.4
58911,20220713153858,23.7,1018.2,21,249,5.8,0.7,10043.7
58918,20220713153858,25.5,1024.9,36,296,12.4,1.2,10387.5
58921,20220713153858,24.0,1008.0,29,46,8.8,0.9,10240.8
58926,20220713153858,9.2,1025.4,36,79,0.4,1.5,10233.0
58927,20220713153858,3.4,1023.8,87,296,3.7,0.3,10319.1
58931,20220713153858,16.5,1008.0,41,130,13.6,0.8,10356.5
58933,20220713153858,19.8,1016.5,77,338,14.6,0.8,10012.6
58936,20220713153858,18.1,1026.0,58,75,3.4,0.4,10252.0
58944,20220713153858,16.8,1000.4,86,344,12.9,1.5,10462.7
59113,20220713153858,34.3,1006.4,18,202,9.6,1.3,10348.9
59126,20220713153858,9.2,1022.0,92,237,7.6,1.1,10435.8
59133,20220713153858,10.9,1000.0,32,20,2.0,0.0,10324.3
59134,20220713153858,0.4,1013.0,56,206,0.9,0.8,10332.0
59321,20220713153858,11.7,1022.0,75,116,5.2,0.7,10215.6
52323,20220713153858,18.7,1023.5,57,73,3.6,1.1,10398.0
52418,20220713153858,4.7,1026.4,70,48,14.6,0.4,10000.9
52424,20220713153858,26.6,1015.1,49,34,7.6,1.5,10215.2
52436,20220713153858,19.1,1006.0,87,65,1.3,0.4,10262.7
52446,20220713153858,15.2,1023.6,5,175,5.3,0.8,10448.2
52447,20220713153858,25.4,1020.0,83,13,7.9,1.1,10353.3
52533,20220713153858,34.5,1010.4,47,204,4.5,0.6,10387.2
52546,20220713153858,6.2,1024.3,95,10,4.5,1.2,10073.0
52652,20220713153858,32.2,1018.7,21,85,14.5,0.5,10383.1
52661,20220713153858,29.5,1003.2,42,108,9.9,0.4,10207.3
52674,20220713153858,24.4,1011.4,40,66,13.5,0.1,10152.8
52679,20220713153858,34.6,1009.5,26,75,13.0,1.1,10019.4
52681,20220713153858,21.7,1007.2,5,16,14.4,0.9,10362.0
52787,20220713153858,3.8,1013.9,55,151,4.3,0.0,10107.2
52797,20220713153858,11.0,1002.1,26,73,5.5,0.5,10105.1
52884,20220713153858,3.8,1014.2,35,303,3.4,0.7,10000.5
52895,20220713153858,6.8,1018.2,49,32,13.6,0.1,10335.8
52983,20220713153858,19.4,1017.7,42,23,3.8,0.0,10353.4
52984,20220713153858,7.8,1002.3,46,224,2.4,1.5,10125.6
52986,20220713153858,17.8,1020.0,82,322,9.4,0.7,10463.8
52996,20220713153858,25.8,1017.8,30,45,6.1,1.3,10262.7
53821,20220713153858,4.7,1025.9,18,230,6.6,1.1,10122.0
53915,20220713153858,1.4,1003.1,72,28,10.9,0.5,10153.4
53923,20220713153858,12.7,1016.2,15,294,8.4,0.4,10412.2
56074,20220713153858,19.9,1013.3,40,59,14.2,0.0,10373.2
56080,20220713153858,9.3,1024.9,95,302,3.4,1.2,10191.4
56093,20220713153858,4.6,1005.2,91,77,8.8,0.6,10253.2
56096,20220713153858,30.6,1022.1,10,44,7.5,1.2,10038.7
57014,20220713153858,3.0,1016.7,40,209,13.7,0.6,10198.2
57996,20220713153858,25.5,1023.5,55,24,0.0,0.4,10174.1
59072,20220713153858,6.2,1007.4,25,268,9.1,0.6,10150.6
59082,20220713153858,0.9,1007.8,43,270,11.1,0.0,10393.9
59087,20220713153858,26.4,1000.0,18,157,10.2,0.8,10116.5
59088,20220713153858,21.0,1023.9,89,61,14.1,0.2,10269.9
59096,20220713153858,2.4,1013.9,49,257,10.9,0.0,10215.6
59097,20220713153858,2.0,1000.4,64,64,1.7,1.0,10355.1
59107,20220713153858,27.3,1022.5,34,337,14.2,0.6,10345.4
59116,20220713153858,13.7,1011.0,7,257,9.9,0.2,10363.7
59117,20220713153858,13.0,1007.3,69,44,13.2,0.8,10223.8
59271,20220713153858,7.7,1010.6,33,96,13.0,1.1,10230.5
59278,20220713153858,4.0,1010.3,47,358,1.5,0.7,10221.5
59280,20220713153858,28.9,1009.1,16,55,14.2,0.5,10194.5
59287,20220713153858,1.4,1001.7,4,196,0.7,1.1,10495.1
59289,20220713153858,33.8,1007.0,88,207,8.3,0.3,10148.5
59293,20220713153858,5.4,1015.3,16,112,2.4,0.5,10121.3
59294,20220713153858,9.9,1019.3,44,9,7.6,1.4,10469.0
59298,20220713153858,0.6,1001.3,50,264,0.2,0.9,10312.1
59303,20220713153858,1.9,1013.6,74,42,1.8,0.4,10014.7
59304,20220713153858,13.1,1000.6,25,194,0.0,0.7,10088.7
59306,20220713153858,21.9,1009.8,23,325,4.8,0.1,10350.9
59310,20220713153858,15.1,1022.5,24,147,1.0,0.8,10091.5
59316,20220713153858,11.1,1022.5,64,193,10.4,1.3,10432.5
59317,20220713153858,10.1,1019.9,70,44,13.1,0.5,10442.1
59324,20220713153858,5.7,1022.5,70,177,3.8,1.1,10483.8
59456,20220713153858,15.2,1006.3,42,112,13.5,0.4,10263.5
59462,20220713153858,10.3,1024.6,23,97,6.4,0.6,10340.8
59478,20220713153858,31.5,1000.0,63,162,2.4,0.3,10485.9
59485,20220713153858,32.4,1002.6,58,300,11.1,0.6,10135.7
59488,20220713153858,9.9,1004.7,25,339,3.0,0.9,10227.4
59493,20220713153858,13.0,1010.6,64,303,1.7,1.4,10051.9
59501,20220713153858,19.9,1017.9,56,323,10.1,0.1,10277.5
59658,20220713153858,30.8,1017.5,65,273,12.7,0.1,10049.6
59663,20220713153858,33.2,1008.2,76,162,2.4,0.7,10400.9
59664,20220713153858,23.2,1001.1,38,234,9.7,0.1,10003.7
59673,20220713153858,27.7,1024.1,12,270,11.5,0.6,10066.3
59754,20220713153858,3.0,1006.3,52,93,4.0,1.2,10354.1
57947,20220713153858,16.8,1025.6,5,60,4.3,1.5,10288.4
57957,20220713153858,2.3,1020.8,88,256,4.6,0.5,10086.2
57958,20220713153858,15.5,1020.3,89,9,2.1,1.5,10159.4
59021,20220713153858,30.5,1018.2,18,306,6.2,0.8,10299.4
59023,20220713153858,1.2,1024.8,79,172,8.0,1.0,10337.4
59027,20220713153858,19.6,1004.8,91,175,14.3,0.1,10250.4
59037,20220713153858,12.0,1008.6,22,32,3.6,1.4,10178.5
59046,20220713153858,6.6,1008.5,6,65,13.7,1.0,10173.9
59058,20220713153858,7.0,1011.9,4,92,13.5,0.9,10238.3
59065,20220713153858,5.3,1013.5,13,112,13.0,1.4,10276.5
59209,20220713153858,19.5,1008.3,59,72,14.0,0.0,10302.7
59211,20220713153858,23.6,1009.4,42,76,1.1,0.2,10213.9
59218,20220713153858,13.7,1012.7,86,288,1.9,1.2,10103.2
59228,20220713153858,6.4,1001.6,81,151,3.6,1.2,10014.0
59242,20220713153858,7.1,1021.1,4,311,8.0,1.3,10072.0
59254,20220713153858,3.5,1009.5,4,170,9.1,0.0,10036.0
59265,20220713153858,13.9,1012.8,21,222,11.5,1.3,10076.3
59417,20220713153858,9.6,1014.0,8,212,6.6,1.5,10053.1
59431,20220713153858,10.0,1021.2,80,162,8.0,1.0,10389.9
59446,20220713153858,0.4,1010.5,21,64,14.1,1.5,10119.2
59453,20220713153858,3.8,1007.2,22,87,6.2,1.3,10410.5
59626,20220713153858,26.8,1017.8,45,56,4.3,0.7,10322.4
59631,20220713153858,29.2,1005.0,73,255,7.4,1.1,10077.7
59632,20220713153858,24.2,1003.2,3,217,3.5,0.2,10254.7
59644,20220713153858,31.5,1025.2,38,2,6.7,0.6,10242.1
59647,20220713153858,14.7,1000.4,44,269,0.4,1.1,10359.3
56691,20220713153858,26.1,1004.7,36,299,8.3,0.3,10227.5
56693,20220713153858,5.6,1002.8,65,244,5.2,0.7,10005.1
56792,20220713153858,24.9,1019.8,37,195,9.1,0.5,10028.8
56793,20220713153858,25.8,1010.7,81,279,14.1,0.7,10298.5
57606,20220713153858,7.7,1007.0,28,336,5.7,0.6,10480.6
57614,20220713153858,13.5,1009.6,35,282,3.6,1.1,10230.9
57625,20220713153858,16.1,1015.0,53,318,1.5,0.4,10071.2
57647,20220713153858,28.6,1022.5,25,218,10.3,0.8,10312.0
57707,20220713153858,34.6,1005.1,60,322,4.6,0.2,10090.5
57710,20220713153858,15.0,1022.0,99,78,7.1,0.4,10364.5
57712,20220713153858,12.4,1013.8,72,31,5.5,1.1,10449.5
57718,20220713153858,16.4,1013.2,76,259,12.9,1.5,10125.5
57722,20220713153858,0.7,1009.9,9,19,4.1,1.5,10363.6
57729,20220713153858,28.0,1011.5,65,25,0.5,1.4,10438.8
57731,20220713153858,7.4,1020.6,97,108,8.0,0.7,10346.3
57741,20220713153858,30.3,1018.3,22,296,5.5,0.8,10459.1
57803,20220713153858,23.6,1020.7,87,19,11.1,0.2,10196.8
