站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713153558,20.6,1012.9,8,103,5.9,1.2,10178.3
58102,20220713153558,29.8,1002.9,7,272,1.2,0.3,10315.5
58118,20220713153558,28.7,1012.3,53,340,3.9,0.9,10395.1
58122,20220713153558,9.4,1016.6,35,204,4.0,0.5,10046.9
58203,20220713153558,0.0,1006.7,29,125,10.1,1.5,10374.2
58215,20220713153558,7.7,1012.3,92,70,12.9,0.9,10126.7
58221,20220713153558,1.8,1002.9,89,358,12.4,0.8,10062.9
58225,20220713153558,16.9,1002.8,40,63,11.9,0.9,10154.6
58236,20220713153558,24.5,1010.0,50,29,5.9,0.9,10083.5
58311,20220713153558,22.7,1000.3,75,214,2.3,0.2,10286.4
58314,20220713153558,35.0,1006.2,51,16,14.2,0.2,10002.6
58319,20220713153558,18.2,1014.1,25,332,11.4,0.3,10276.8
58321,20220713153558,23.8,1000.7,36,258,1.4,0.4,10483.5
58326,20220713153558,2.5,1013.4,54,187,7.9,1.5,10124.7
58336,20220713153558,32.1,1008.2,79,66,1.5,0.0,10077.3
58338,20220713153558,13.7,1020.9,89,47,5.0,0.8,10117.7
58414,20220713153558,32.4,1011.8,36,22,1.7,1.4,10211.7
58419,20220713153558,28.0,1013.7,60,276,12.1,0.0,10287.8
58424,20220713153558,13.7,1014.2,57,204,8.9,1.4,10353.2
58429,20220713153558,19.5,1016.0,18,35,8.4,0.1,10125.0
58436,20220713153558,22.1,1011.2,3,282,5.2,1.3,10001.8
58437,20220713153558,6.3,1012.2,10,332,11.9,0.1,10471.8
58520,20220713153558,22.0,1012.0,4,184,7.9,0.7,10350.9
58531,20220713153558,11.2,1020.1,63,17,11.1,0.3,10472.4
54406,20220713153558,10.5,1024.6,89,351,11.5,0.6,10151.2
54416,20220713153558,28.4,1011.7,43,356,4.6,0.4,10318.4
54511,20220713153558,9.9,1009.0,49,119,6.0,1.5,10160.2
58725,20220713153558,5.3,1010.7,4,91,5.8,0.5,10438.3
58730,20220713153558,22.6,1010.6,34,176,9.2,0.1,10233.9
58731,20220713153558,3.9,1025.9,34,186,14.8,0.3,10276.8
58734,20220713153558,31.1,1009.4,51,291,10.4,0.6,10378.9
58737,20220713153558,20.1,1000.1,26,27,6.3,0.4,10329.2
58744,20220713153558,24.9,1019.4,59,313,5.0,0.4,10319.1
58754,20220713153558,21.8,1024.5,10,93,3.1,0.2,10097.2
58818,20220713153558,3.8,1008.5,42,5,4.9,0.3,10210.0
58820,20220713153558,26.0,1011.3,11,333,14.4,1.1,10063.0
58834,20220713153558,28.1,1023.7,51,314,11.7,0.0,10001.0
