站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713153458,10.7,1003.3,31,330,10.3,1.2,10185.0
58102,20220713153458,12.2,1025.3,47,279,1.1,1.3,10263.5
58118,20220713153458,29.7,1003.7,38,162,8.2,1.1,10298.0
58122,20220713153458,10.8,1012.3,52,105,2.0,0.9,10212.1
58203,20220713153458,28.1,1020.4,51,341,5.3,0.4,10369.5
58215,20220713153458,2.1,1005.7,89,51,11.7,1.4,10423.5
58221,20220713153458,8.7,1010.7,61,322,9.5,0.9,10389.8
58225,20220713153458,0.4,1001.2,53,4,5.3,1.1,10382.3
58236,20220713153458,1.3,1009.3,25,22,5.3,0.6,10434.9
58311,20220713153458,12.4,1022.0,40,314,10.4,1.5,10127.5
58314,20220713153458,22.7,1023.2,93,162,10.9,0.9,10388.7
58319,20220713153458,10.9,1005.9,21,58,7.7,0.4,10044.3
58321,20220713153458,26.2,1021.2,65,255,10.8,0.8,10240.4
58326,20220713153458,24.5,1016.1,46,259,12.1,0.5,10098.2
58336,20220713153458,0.7,1009.4,35,251,7.6,0.3,10263.4
58338,20220713153458,33.1,1025.5,22,96,13.4,0.1,10474.7
58414,20220713153458,31.7,1020.3,70,55,9.5,1.3,10382.0
58419,20220713153458,33.0,1000.0,61,348,9.1,1.3,10372.1
58424,20220713153458,32.5,1018.7,25,114,5.7,1.5,10056.6
58429,20220713153458,11.0,1010.1,51,205,6.8,0.3,10445.5
58436,20220713153458,19.0,1012.5,9,218,8.3,0.9,10258.3
58437,20220713153458,2.9,1025.4,17,178,14.1,0.4,10433.9
58520,20220713153458,0.3,1016.8,95,220,12.6,0.2,10295.9
58531,20220713153458,7.0,1011.4,93,52,11.5,0.6,10226.8
54406,20220713153458,33.3,1026.1,73,198,8.1,0.8,10315.2
54416,20220713153458,14.7,1021.7,22,138,12.8,0.1,10300.1
54511,20220713153458,29.4,1013.3,44,315,4.9,0.9,10479.6
58725,20220713153458,0.5,1025.2,54,334,8.7,0.9,10154.4
58730,20220713153458,12.8,1024.3,85,138,5.4,0.4,10449.7
58731,20220713153458,12.1,1002.6,85,43,0.5,0.1,10164.3
58734,20220713153458,9.5,1024.0,91,27,1.0,1.3,10451.3
58737,20220713153458,9.2,1014.2,22,338,3.1,1.1,10249.6
58744,20220713153458,2.6,1014.7,40,335,1.2,1.5,10165.0
58754,20220713153458,25.6,1007.4,42,87,7.7,0.1,10112.4
58818,20220713153458,30.2,1022.4,17,199,7.9,1.0,10148.7
58820,20220713153458,17.8,1018.6,42,261,1.3,1.5,10132.9
58834,20220713153458,27.0,1003.7,93,117,6.6,0.3,10083.1
58837,20220713153458,15.7,1017.4,10,249,14.5,1.4,10051.7
58843,20220713153458,7.2,1020.9,20,176,1.3,1.1,10199.6
58846,20220713153458,13.9,1002.3,55,317,13.4,0.4,10144.3
58847,20220713153458,8.8,1000.8,83,296,10.5,0.3,10471.0
58911,20220713153458,1.5,1014.5,62,62,6.9,1.4,10430.5
58918,20220713153458,11.2,1015.2,62,128,5.3,1.2,10234.2
58921,20220713153458,4.0,1004.8,25,195,1.3,0.2,10342.8
58926,20220713153458,2.6,1009.3,96,339,4.1,0.5,10128.4
58927,20220713153458,24.0,1011.9,65,2,1.7,0.1,10323.2
58931,20220713153458,22.8,1005.2,29,105,6.9,0.9,10147.5
58933,20220713153458,25.4,1013.7,91,203,4.2,0.2,10293.6
58936,20220713153458,0.1,1022.1,64,45,12.5,1.0,10183.5
58944,20220713153458,27.5,1025.2,57,19,4.4,0.5,10030.3
59113,20220713153458,1.6,1009.3,66,199,4.6,1.4,10234.1
59126,20220713153458,28.4,1000.5,51,312,10.7,1.2,10407.6
59133,20220713153458,17.1,1011.8,94,47,10.6,0.0,10069.6
59134,20220713153458,12.7,1025.1,22,322,10.4,1.0,10055.1
59321,20220713153458,32.8,1014.8,15,209,5.1,0.7,10252.1
52323,20220713153458,11.9,1019.7,18,197,11.3,1.1,10402.0
52418,20220713153458,4.1,1006.1,97,294,6.9,0.1,10392.4
52424,20220713153458,2.2,1023.0,98,69,6.8,1.5,10441.8
52436,20220713153458,21.4,1025.6,37,200,10.6,1.4,10305.6
52446,20220713153458,17.3,1015.1,95,201,0.9,1.1,10432.2
52447,20220713153458,5.3,1012.0,92,146,9.1,1.1,10063.6
52533,20220713153458,22.7,1012.0,6,49,13.2,1.5,10031.3
52546,20220713153458,6.6,1001.6,14,305,12.9,0.9,10126.9
52652,20220713153458,8.5,1025.1,80,76,8.3,0.5,10197.8
52661,20220713153458,32.6,1012.8,88,296,11.8,0.6,10428.6
52674,20220713153458,21.6,1000.2,88,173,10.0,0.0,10026.2
52679,20220713153458,34.4,1008.2,14,95,7.5,0.3,10001.8
52681,20220713153458,8.5,1019.3,12,123,3.2,1.4,10353.6
52787,20220713153458,0.1,1005.3,98,289,0.6,0.1,10430.3
52797,20220713153458,25.8,1022.5,92,78,8.5,0.6,10440.5
52884,20220713153458,28.4,1015.8,28,131,12.2,0.0,10387.0
52895,20220713153458,29.2,1022.1,73,296,0.2,0.7,10166.8
52983,20220713153458,6.7,1006.0,41,21,9.3,0.1,10178.0
52984,20220713153458,23.8,1014.6,88,217,14.4,0.2,10258.5
52986,20220713153458,30.1,1021.1,32,106,3.4,1.4,10206.1
52996,20220713153458,34.9,1012.3,97,218,12.4,1.2,10116.6
53821,20220713153458,29.2,1005.1,16,62,12.7,1.1,10124.7
53915,20220713153458,24.2,1021.6,26,192,2.5,0.0,10483.2
53923,20220713153458,6.7,1016.5,70,188,10.6,1.2,10453.1
56074,20220713153458,2.7,1025.1,4,250,11.6,1.2,10482.9
56080,20220713153458,11.5,1013.0,77,111,7.4,1.5,10120.9
56093,20220713153458,15.4,1010.2,2,135,10.0,1.0,10076.9
56096,20220713153458,14.0,1023.6,2,286,8.8,0.2,10317.7
57014,20220713153458,20.0,1004.5,13,326,13.8,0.4,10415.9
57996,20220713153458,32.9,1020.8,50,336,14.0,0.5,10448.5
59072,20220713153458,13.4,1026.0,6,9,7.4,0.6,10079.9
59082,20220713153458,10.3,1012.9,46,322,7.7,1.0,10001.5
59087,20220713153458,34.2,1012.6,44,171,9.6,0.4,10157.4
59088,20220713153458,26.1,1026.4,87,338,9.4,0.7,10099.0
59096,20220713153458,27.4,1005.0,7,13,3.5,1.5,10438.4
59097,20220713153458,27.6,1007.9,68,37,5.3,0.8,10026.9
59107,20220713153458,1.8,1008.3,89,250,3.4,1.2,10462.5
59116,20220713153458,32.5,1000.7,12,26,6.8,0.9,10229.0
59117,20220713153458,31.3,1019.2,43,200,10.2,0.0,10323.1
59271,20220713153458,22.7,1004.9,29,231,2.8,0.3,10307.0
59278,20220713153458,3.8,1013.2,81,99,2.5,1.2,10370.3
59280,20220713153458,4.8,1013.4,84,211,4.8,1.1,10124.3
59287,20220713153458,24.0,1014.6,66,112,13.3,1.5,10159.4
59289,20220713153458,0.1,1019.6,39,155,6.7,1.0,10191.9
59293,20220713153458,2.8,1014.6,68,102,3.0,1.1,10285.7
59294,20220713153458,15.8,1008.2,75,8,7.4,0.2,10036.1
59298,20220713153458,9.6,1020.2,21,193,5.3,0.9,10074.4
59303,20220713153458,11.5,1009.7,63,114,0.0,0.1,10046.7
59304,20220713153458,2.9,1000.1,29,156,3.7,0.7,10264.4
59306,20220713153458,20.6,1003.4,4,76,6.1,0.1,10123.9
59310,20220713153458,15.7,1017.9,56,234,14.6,0.7,10492.2
59316,20220713153458,30.0,1014.2,37,289,5.7,1.5,10184.3
59317,20220713153458,6.0,1011.7,66,305,2.3,0.1,10042.0
59324,20220713153458,8.6,1016.0,44,112,8.4,0.2,10270.0
59456,20220713153458,16.4,1001.8,54,205,6.9,0.1,10082.7
59462,20220713153458,4.3,1012.8,11,10,10.1,1.4,10295.1
