站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220715193556,4.6,1024.4,44,77,8.5,1.4,10008.6
58102,20220715193556,8.1,1017.8,27,197,14.6,1.3,10095.0
58118,20220715193556,29.1,1010.3,75,339,13.4,1.2,10424.1
58122,20220715193556,9.8,1000.3,73,84,3.1,1.4,10281.5
58203,20220715193556,21.3,1003.0,10,258,14.5,0.8,10311.1
58215,20220715193556,5.7,1014.2,69,202,3.2,0.2,10278.5
58221,20220715193556,9.0,1002.5,64,343,2.8,0.5,10208.9
58225,20220715193556,6.4,1002.8,34,322,12.4,1.0,10239.3
58236,20220715193556,12.0,1009.5,28,134,9.8,0.4,10147.5
58311,20220715193556,24.7,1007.6,32,97,1.5,0.7,10000.3
58314,20220715193556,22.3,1016.0,64,241,13.7,1.0,10289.5
58319,20220715193556,2.6,1015.7,31,133,13.0,1.5,10166.1
58321,20220715193556,20.1,1003.6,35,304,4.4,0.9,10416.7
58326,20220715193556,31.9,1015.0,83,107,14.1,0.5,10222.1
58336,20220715193556,10.8,1025.9,69,286,1.1,1.1,10034.8
58338,20220715193556,24.2,1016.4,68,239,7.8,0.1,10057.0
58414,20220715193556,34.7,1026.3,40,207,3.4,0.1,10133.0
58419,20220715193556,3.9,1021.7,82,32,13.9,1.1,10388.4
58424,20220715193556,19.9,1002.8,29,98,4.4,0.8,10005.8
58429,20220715193556,24.8,1026.4,37,128,9.0,0.0,10357.7
58436,20220715193556,2.8,1011.8,32,240,1.6,0.7,10350.4
58437,20220715193556,27.7,1016.6,31,233,8.5,0.3,10441.8
58520,20220715193556,21.8,1018.1,18,264,5.6,0.5,10412.5
58531,20220715193556,33.8,1013.5,41,20,7.6,0.4,10369.5
54406,20220715193556,16.4,1006.9,49,228,8.8,0.7,10408.4
54416,20220715193556,34.5,1026.2,17,341,14.9,0.3,10022.1
54511,20220715193556,4.5,1000.2,2,39,3.9,0.6,10251.2
58725,20220715193556,2.7,1018.0,11,150,1.5,1.4,10042.0
58730,20220715193556,27.8,1010.6,83,10,1.5,1.0,10335.1
58731,20220715193556,3.2,1019.9,21,342,1.6,0.0,10498.5
58734,20220715193556,10.2,1010.2,19,130,10.0,0.3,10221.0
58737,20220715193556,8.6,1006.4,77,338,6.4,1.1,10206.4
58744,20220715193556,10.4,1011.9,3,65,7.0,0.1,10399.1
58754,20220715193556,6.2,1005.9,88,121,13.5,1.5,10121.4
58818,20220715193556,29.6,1016.2,80,189,3.7,1.3,10218.5
58820,20220715193556,18.8,1009.3,33,20,6.9,0.1,10126.2
58834,20220715193556,1.3,1001.1,12,16,13.7,0.9,10234.4
58837,20220715193556,31.6,1011.4,79,286,7.6,0.9,10205.1
58843,20220715193556,24.4,1006.8,96,153,12.5,0.2,10121.6
58846,20220715193556,7.8,1008.0,55,111,5.0,1.5,10050.9
58847,20220715193556,22.4,1018.8,3,244,14.6,0.1,10086.1
58911,20220715193556,11.2,1022.5,64,131,3.5,1.3,10165.4
58918,20220715193556,23.1,1015.7,78,14,14.0,0.0,10484.8
58921,20220715193556,3.7,1012.5,24,240,7.5,0.5,10142.9
58926,20220715193556,21.1,1026.1,68,237,6.4,1.3,10011.4
58927,20220715193556,29.7,1003.1,76,66,11.8,1.4,10492.0
58931,20220715193556,7.8,1007.6,80,136,14.3,0.0,10249.4
58933,20220715193556,20.0,1008.2,32,300,3.2,1.4,10396.7
58936,20220715193556,1.2,1015.5,69,277,0.2,0.7,10174.3
58944,20220715193556,5.2,1002.1,42,141,14.2,0.4,10008.1
59113,20220715193556,2.0,1004.6,17,16,8.9,0.3,10172.8
59126,20220715193556,13.3,1022.0,28,117,3.7,1.4,10101.8
59133,20220715193556,7.6,1008.6,55,161,5.2,0.2,10418.9
59134,20220715193556,1.0,1006.7,10,44,1.3,1.4,10218.7
59321,20220715193556,3.0,1003.3,85,129,12.6,0.5,10274.3
52323,20220715193556,1.1,1005.7,23,79,0.8,0.9,10243.7
52418,20220715193556,27.4,1010.0,39,189,12.6,0.4,10179.1
52424,20220715193556,2.6,1016.6,25,36,12.5,1.4,10421.2
52436,20220715193556,18.7,1017.6,19,307,0.7,0.3,10167.8
52446,20220715193556,10.0,1008.0,55,229,6.2,0.8,10249.5
52447,20220715193556,8.6,1005.7,18,100,8.7,1.5,10447.5
52533,20220715193556,8.9,1022.1,96,106,1.9,1.1,10383.3
52546,20220715193556,17.4,1023.0,97,244,9.2,0.2,10013.2
52652,20220715193556,29.8,1022.8,52,344,3.3,0.9,10427.9
52661,20220715193556,14.8,1010.5,87,90,11.3,0.3,10270.8
52674,20220715193556,22.5,1013.7,84,98,6.5,0.6,10414.2
52679,20220715193556,3.0,1008.0,53,78,5.5,1.2,10013.1
52681,20220715193556,33.4,1009.6,50,110,9.0,1.2,10457.5
52787,20220715193556,21.4,1015.5,25,263,9.5,1.4,10420.6
52797,20220715193556,13.9,1023.2,89,183,7.9,0.8,10395.0
52884,20220715193556,14.2,1019.9,51,190,0.4,1.0,10219.2
52895,20220715193556,28.0,1011.9,27,333,12.1,1.5,10109.8
