站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713153258,26.8,1021.0,89,131,5.5,0.9,10228.6
58102,20220713153258,28.8,1017.8,17,272,5.2,0.0,10317.0
58118,20220713153258,13.6,1004.6,58,161,7.9,0.8,10100.5
58122,20220713153258,1.7,1018.1,2,154,1.2,1.3,10082.6
58203,20220713153258,29.3,1014.1,86,111,11.8,0.2,10336.6
58215,20220713153258,16.4,1000.6,17,72,14.4,1.2,10231.6
58221,20220713153258,2.6,1004.0,89,190,6.6,1.4,10295.8
58225,20220713153258,34.8,1012.4,28,75,1.6,1.2,10205.0
58236,20220713153258,34.0,1007.7,33,154,9.0,0.5,10074.3
58311,20220713153258,5.5,1009.6,2,343,1.3,1.3,10227.2
58314,20220713153258,33.8,1006.1,24,158,13.1,0.3,10183.1
58319,20220713153258,1.5,1009.4,92,109,6.4,0.6,10020.2
58321,20220713153258,10.1,1024.6,86,70,5.0,1.3,10209.7
58326,20220713153258,33.8,1017.0,24,40,2.8,0.0,10134.9
58336,20220713153258,10.8,1003.3,71,33,14.4,1.3,10406.2
58338,20220713153258,14.4,1018.2,24,328,6.6,0.6,10103.8
58414,20220713153258,0.2,1002.4,95,344,8.2,1.2,10088.3
58419,20220713153258,13.0,1021.9,93,115,3.4,1.1,10483.6
58424,20220713153258,34.3,1011.1,12,28,13.4,1.0,10089.0
58429,20220713153258,28.8,1006.2,29,169,8.4,1.5,10156.2
58436,20220713153258,29.8,1004.7,68,325,10.3,0.6,10242.8
58437,20220713153258,34.2,1001.4,26,11,14.3,0.5,10276.9
58520,20220713153258,34.7,1016.4,75,15,7.7,1.4,10333.5
58531,20220713153258,9.2,1008.0,70,353,4.7,0.5,10031.8
54406,20220713153258,2.2,1026.1,40,147,7.0,1.1,10112.9
54416,20220713153258,5.7,1021.6,23,172,11.7,0.3,10492.3
54511,20220713153258,33.8,1023.3,82,62,5.4,0.8,10095.3
58725,20220713153258,28.4,1017.4,94,214,6.6,0.2,10417.6
58730,20220713153258,32.3,1020.1,42,237,1.2,1.3,10368.1
58731,20220713153258,11.3,1026.2,10,339,6.5,0.7,10053.9
58734,20220713153258,10.1,1010.8,59,322,0.1,0.3,10145.6
58737,20220713153258,3.8,1000.7,75,7,9.3,1.5,10321.1
58744,20220713153258,10.2,1022.8,74,325,9.5,1.5,10227.6
58754,20220713153258,22.5,1017.5,12,84,14.2,1.2,10246.7
58818,20220713153258,12.9,1011.3,79,329,13.6,0.4,10328.0
58820,20220713153258,15.3,1005.1,21,126,12.5,1.1,10174.5
58834,20220713153258,12.9,1009.1,20,220,5.0,0.1,10365.9
58837,20220713153258,11.0,1022.5,81,18,6.0,1.5,10480.7
58843,20220713153258,19.3,1011.3,59,221,6.6,0.5,10442.3
58846,20220713153258,21.6,1009.8,86,63,5.1,1.4,10457.9
58847,20220713153258,3.4,1013.3,27,298,11.9,1.4,10109.2
58911,20220713153258,20.0,1000.6,37,20,0.1,0.4,10276.3
58918,20220713153258,8.8,1025.1,83,83,7.6,1.2,10092.3
58921,20220713153258,7.9,1014.9,27,97,10.5,0.7,10440.3
58926,20220713153258,10.9,1014.6,34,17,2.6,0.0,10345.7
58927,20220713153258,30.2,1010.5,19,329,5.1,1.0,10260.9
58931,20220713153258,30.7,1016.9,70,143,13.7,1.1,10026.6
58933,20220713153258,6.9,1011.0,55,227,7.7,0.8,10183.8
58936,20220713153258,2.4,1020.2,50,104,11.9,0.3,10346.2
58944,20220713153258,16.6,1014.9,74,133,10.9,0.7,10290.5
59113,20220713153258,18.1,1013.4,6,2,7.5,0.2,10304.4
59126,20220713153258,28.7,1016.9,8,95,2.6,1.3,10442.7
59133,20220713153258,9.8,1018.5,41,329,14.2,1.3,10049.7
59134,20220713153258,34.2,1024.3,21,309,12.7,0.1,10469.6
59321,20220713153258,34.4,1011.7,18,66,13.6,0.6,10353.7
52323,20220713153258,5.0,1023.3,38,146,2.9,0.0,10296.6
52418,20220713153258,25.5,1025.9,38,263,10.6,0.5,10453.2
52424,20220713153258,31.2,1011.5,40,112,9.9,1.5,10091.7
52436,20220713153258,10.9,1000.9,77,155,9.1,0.9,10372.5
52446,20220713153258,4.0,1017.8,23,214,11.8,0.7,10484.5
52447,20220713153258,20.6,1006.0,75,128,1.9,0.7,10150.4
52533,20220713153258,5.1,1015.5,77,127,1.1,0.3,10086.4
52546,20220713153258,13.5,1017.8,66,80,13.3,1.3,10243.1
52652,20220713153258,33.6,1025.6,70,16,0.4,1.1,10425.3
52661,20220713153258,25.0,1006.6,24,285,11.6,0.9,10407.6
52674,20220713153258,26.5,1001.9,57,352,10.1,1.3,10180.3
52679,20220713153258,33.2,1001.2,83,206,3.1,0.3,10016.1
52681,20220713153258,17.9,1006.3,75,290,12.5,1.1,10050.9
52787,20220713153258,28.6,1004.1,50,356,4.5,0.8,10204.5
52797,20220713153258,20.0,1012.2,67,267,13.3,0.3,10251.9
52884,20220713153258,24.0,1018.8,3,69,1.0,0.9,10081.3
52895,20220713153258,5.3,1022.9,47,257,12.3,1.3,10129.9
52983,20220713153258,0.0,1023.6,100,113,0.5,0.0,10150.5
52984,20220713153258,33.5,1021.0,24,211,14.9,0.6,10147.8
52986,20220713153258,26.4,1020.0,23,358,2.5,1.3,10189.1
52996,20220713153258,18.9,1012.9,48,61,9.8,0.9,10246.3
53821,20220713153258,8.1,1015.4,91,243,13.3,0.1,10494.2
53915,20220713153258,34.2,1002.9,100,38,12.1,1.0,10447.3
53923,20220713153258,32.7,1002.1,61,4,8.3,1.1,10413.6
56074,20220713153258,6.7,1016.7,43,68,2.6,0.5,10173.7
56080,20220713153258,7.7,1002.4,20,240,0.1,0.2,10398.2
56093,20220713153258,11.3,1011.3,85,122,14.7,1.1,10145.9
56096,20220713153258,26.2,1018.0,62,110,12.8,1.0,10169.8
57014,20220713153258,25.2,1013.9,70,274,2.1,1.1,10183.6
57996,20220713153258,17.7,1010.9,52,27,8.8,0.7,10475.5
59072,20220713153258,19.7,1024.8,56,103,8.6,0.7,10267.7
59082,20220713153258,16.3,1011.7,58,74,3.9,1.1,10432.9
59087,20220713153258,23.0,1009.0,44,183,5.4,0.0,10382.4
59088,20220713153258,16.3,1014.5,33,106,13.1,0.8,10102.2
59096,20220713153258,8.5,1004.9,34,181,14.4,0.8,10244.8
59097,20220713153258,21.2,1016.6,35,6,0.8,0.0,10155.8
59107,20220713153258,25.1,1003.5,71,147,1.0,0.5,10489.7
59116,20220713153258,1.0,1003.8,61,281,5.5,1.3,10283.0
59117,20220713153258,14.8,1006.6,25,159,14.2,0.9,10351.1
59271,20220713153258,8.5,1023.4,58,88,3.1,0.8,10374.6
59278,20220713153258,12.7,1019.1,61,199,10.1,0.2,10365.0
59280,20220713153258,1.2,1015.7,61,317,12.7,0.1,10171.4
59287,20220713153258,6.0,1000.5,90,332,10.3,0.1,10318.6
59289,20220713153258,11.0,1014.5,4,51,7.4,0.1,10103.4
59293,20220713153258,9.4,1023.7,39,249,4.3,1.0,10010.4
59294,20220713153258,10.0,1005.7,51,247,8.0,1.4,10138.3
59298,20220713153258,19.8,1021.0,55,112,5.5,0.3,10357.4
59303,20220713153258,28.4,1002.3,100,95,3.3,0.7,10148.8
59304,20220713153258,18.7,1009.8,91,137,2.7,0.8,10393.9
59306,20220713153258,3.4,1014.4,59,206,1.1,0.4,10229.9
59310,20220713153258,19.9,1007.8,62,261,6.0,0.3,10286.1
59316,20220713153258,24.2,1005.5,63,56,11.8,0.1,10154.5
59317,20220713153258,25.8,1021.8,23,94,3.8,0.0,10120.4
59324,20220713153258,21.2,1017.3,3,75,12.2,0.4,10261.0
59456,20220713153258,17.2,1021.8,79,127,14.6,0.7,10036.1
59462,20220713153258,28.7,1002.6,74,14,11.8,1.1,10376.2
59478,20220713153258,10.6,1004.9,88,13,1.9,0.9,10311.4
59485,20220713153258,12.7,1000.4,43,303,11.7,0.4,10140.6
59488,20220713153258,17.7,1018.4,65,34,13.2,1.1,10282.5
59493,20220713153258,17.7,1006.3,82,228,14.5,0.7,10358.0
59501,20220713153258,19.5,1002.4,19,184,9.5,0.1,10138.6
59658,20220713153258,25.6,1004.3,9,203,9.2,0.3,10410.3
59663,20220713153258,5.1,1017.2,10,102,10.6,0.2,10231.9
59664,20220713153258,5.6,1009.3,83,80,6.1,0.8,10436.6
59673,20220713153258,7.5,1009.8,77,154,6.9,0.2,10162.5
59754,20220713153258,24.9,1005.8,29,190,2.1,0.8,10160.6
57947,20220713153258,8.2,1011.9,4,329,8.9,0.1,10499.0
57957,20220713153258,19.3,1019.9,14,358,11.2,1.1,10409.0
57958,20220713153258,30.3,1007.3,72,244,13.8,1.1,10390.5
59021,20220713153258,3.1,1007.0,89,253,10.0,0.8,10341.1
59023,20220713153258,17.0,1018.7,61,160,4.8,1.5,10369.3
59027,20220713153258,24.6,1012.1,6,107,1.7,1.0,10201.0
59037,20220713153258,2.2,1005.8,88,227,13.3,0.3,10289.2
59046,20220713153258,1.7,1024.0,2,352,0.6,1.3,10083.1
59058,20220713153258,4.3,1003.7,13,130,7.1,1.2,10286.5
59065,20220713153258,5.6,1009.7,45,211,6.6,1.3,10107.7
59209,20220713153258,9.5,1014.0,76,235,14.0,1.4,10384.7
59211,20220713153258,31.8,1013.0,18,27,13.6,1.0,10376.4
59218,20220713153258,28.1,1021.6,89,232,2.3,0.8,10469.8
59228,20220713153258,0.4,1013.4,58,176,6.4,0.1,10228.3
59242,20220713153258,0.4,1024.1,26,115,12.3,0.0,10456.0
59254,20220713153258,7.4,1002.9,57,228,4.0,0.9,10380.3
59265,20220713153258,11.4,1005.8,20,332,5.5,1.2,10446.1
59417,20220713153258,23.1,1001.5,60,173,3.7,0.5,10039.4
59431,20220713153258,2.6,1008.3,17,21,2.1,0.1,10380.2
59446,20220713153258,31.9,1006.5,80,121,6.1,0.3,10393.0
59453,20220713153258,10.2,1007.1,91,351,10.4,0.1,10057.9
59626,20220713153258,32.7,1016.1,33,28,8.4,0.7,10460.0
59631,20220713153258,1.9,1009.5,3,252,8.1,0.6,10051.6
59632,20220713153258,12.1,1013.8,2,261,11.0,0.8,10252.4
