站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220713154358,4.9,1022.5,49,330,14.9,0.6,10223.7
58102,20220713154358,20.2,1021.6,9,72,10.3,0.3,10064.4
58118,20220713154358,28.0,1018.8,29,326,5.6,1.0,10326.8
58122,20220713154358,13.6,1000.8,34,306,13.0,0.9,10245.7
58203,20220713154358,30.3,1004.3,71,46,4.5,1.1,10136.7
58215,20220713154358,5.1,1012.6,3,263,5.2,0.6,10473.1
58221,20220713154358,14.6,1021.9,100,156,6.7,0.8,10458.7
58225,20220713154358,10.3,1023.8,33,282,2.8,0.9,10338.3
58236,20220713154358,31.7,1019.8,51,186,5.3,1.2,10474.2
58311,20220713154358,7.8,1018.0,13,337,9.9,0.6,10193.2
58314,20220713154358,0.4,1015.4,20,239,8.8,1.1,10261.0
58319,20220713154358,28.5,1006.7,75,332,14.7,1.0,10059.4
58321,20220713154358,26.5,1004.8,88,355,12.8,0.5,10171.7
58326,20220713154358,29.2,1025.9,86,272,0.9,1.3,10077.2
58336,20220713154358,10.8,1011.1,54,12,9.5,0.8,10195.0
58338,20220713154358,13.5,1012.1,83,301,4.0,1.2,10385.9
58414,20220713154358,13.3,1003.4,73,324,3.8,1.1,10151.0
58419,20220713154358,5.0,1022.9,33,10,6.3,0.1,10075.1
58424,20220713154358,11.5,1002.4,68,15,3.5,0.4,10027.9
58429,20220713154358,15.2,1002.9,23,35,8.8,0.4,10261.8
58436,20220713154358,34.7,1015.3,35,218,2.9,1.0,10074.6
58437,20220713154358,8.9,1000.6,83,338,11.7,1.0,10118.3
58520,20220713154358,3.9,1017.9,27,334,0.5,0.9,10392.6
58531,20220713154358,3.2,1006.5,41,274,0.9,0.6,10192.4
54406,20220713154358,10.7,1002.4,51,248,13.2,0.9,10440.2
54416,20220713154358,34.7,1007.6,81,221,5.9,1.4,10328.7
54511,20220713154358,10.1,1003.4,12,138,1.5,0.1,10479.4
58725,20220713154358,4.1,1012.0,7,134,9.7,0.7,10396.9
58730,20220713154358,7.9,1018.4,30,106,13.0,1.2,10202.0
58731,20220713154358,10.4,1019.0,85,288,5.8,0.4,10386.7
58734,20220713154358,8.2,1019.9,33,226,5.8,0.7,10378.8
58737,20220713154358,26.6,1014.5,71,17,1.2,0.4,10205.6
58744,20220713154358,22.6,1023.5,100,177,13.7,1.2,10153.8
58754,20220713154358,9.9,1020.5,62,94,2.7,0.9,10246.4
58818,20220713154358,29.3,1006.7,24,256,4.1,1.5,10043.8
58820,20220713154358,22.0,1016.8,60,126,8.0,0.5,10421.7
58834,20220713154358,31.2,1020.0,87,313,13.7,1.3,10416.0
58837,20220713154358,18.7,1001.0,99,24,7.8,0.3,10162.4
58843,20220713154358,8.7,1002.2,41,333,7.1,1.5,10243.8
58846,20220713154358,28.7,1005.0,57,345,7.0,1.5,10479.5
58847,20220713154358,26.8,1019.9,19,346,11.1,0.4,10204.3
58911,20220713154358,20.6,1026.1,74,275,0.8,0.3,10045.3
58918,20220713154358,11.0,1014.0,2,124,4.4,1.3,10340.1
58921,20220713154358,16.9,1026.3,92,339,2.8,0.7,10268.3
58926,20220713154358,16.8,1023.1,40,112,6.7,0.1,10459.3
58927,20220713154358,34.4,1010.6,54,351,10.4,1.0,10065.4
58931,20220713154358,18.4,1020.2,30,221,3.7,1.4,10252.9
58933,20220713154358,25.3,1000.8,35,240,8.3,0.9,10459.3
58936,20220713154358,30.6,1005.1,28,103,14.5,0.2,10191.7
58944,20220713154358,15.2,1015.3,18,173,13.6,1.4,10164.6
59113,20220713154358,22.8,1002.3,83,142,5.2,0.3,10145.6
59126,20220713154358,30.9,1017.5,1,4,2.0,1.5,10196.3
59133,20220713154358,29.2,1005.1,56,236,14.3,0.6,10349.2
59134,20220713154358,28.8,1001.8,47,42,7.3,0.3,10105.9
59321,20220713154358,0.2,1001.0,24,201,3.5,0.9,10138.5
52323,20220713154358,15.7,1012.0,12,131,1.5,0.0,10016.6
52418,20220713154358,31.7,1026.1,81,220,6.9,1.2,10226.8
52424,20220713154358,32.9,1021.5,36,192,7.1,0.5,10387.5
52436,20220713154358,12.9,1021.8,55,346,13.3,1.4,10010.9
52446,20220713154358,1.1,1014.7,64,211,0.8,0.7,10397.8
52447,20220713154358,21.6,1017.4,99,163,9.2,1.1,10251.3
52533,20220713154358,9.8,1018.1,61,246,9.1,1.1,10063.1
52546,20220713154358,17.8,1011.6,38,171,2.9,0.4,10322.6
52652,20220713154358,17.0,1003.4,77,46,11.1,1.2,10239.0
52661,20220713154358,16.8,1018.2,92,239,10.6,0.6,10306.6
52674,20220713154358,9.7,1000.3,18,141,4.4,0.9,10375.4
52679,20220713154358,34.6,1000.7,71,334,10.8,1.1,10260.5
52681,20220713154358,15.8,1010.0,83,74,2.9,0.6,10220.5
52787,20220713154358,12.4,1020.0,90,184,1.7,0.9,10273.9
52797,20220713154358,16.9,1008.3,78,95,14.8,0.3,10465.6
52884,20220713154358,18.4,1013.9,29,33,10.3,0.2,10309.7
52895,20220713154358,16.9,1024.0,5,191,11.7,0.6,10002.2
52983,20220713154358,17.2,1025.7,99,242,9.9,0.3,10069.7
52984,20220713154358,18.6,1021.5,75,292,14.5,1.1,10372.7
52986,20220713154358,23.4,1023.3,58,11,7.5,0.9,10435.6
52996,20220713154358,33.7,1011.3,65,172,0.0,1.3,10486.3
53821,20220713154358,1.5,1015.2,1,286,10.6,0.6,10226.3
53915,20220713154358,18.5,1004.0,20,45,1.0,1.3,10264.7
53923,20220713154358,4.3,1004.8,38,5,9.9,1.4,10050.0
56074,20220713154358,27.4,1010.4,75,6,7.2,1.0,10457.9
56080,20220713154358,32.1,1017.1,94,181,11.9,0.2,10149.7
56093,20220713154358,0.1,1012.6,69,123,8.6,1.5,10114.9
56096,20220713154358,27.8,1021.6,79,267,3.5,0.7,10368.3
57014,20220713154358,33.3,1025.4,62,22,9.8,0.7,10135.4
57996,20220713154358,11.7,1021.8,68,256,8.9,1.2,10122.9
59072,20220713154358,6.4,1004.3,46,208,5.5,1.4,10181.0
59082,20220713154358,22.5,1010.7,33,170,9.4,0.6,10336.9
59087,20220713154358,32.1,1002.9,63,195,4.3,1.5,10476.2
59088,20220713154358,3.1,1025.3,98,355,4.1,0.4,10261.8
59096,20220713154358,20.3,1005.7,2,23,13.7,1.0,10074.1
59097,20220713154358,0.9,1012.4,3,64,12.2,1.4,10277.9
59107,20220713154358,5.4,1002.8,77,247,7.8,0.6,10463.1
59116,20220713154358,25.9,1019.0,44,127,8.0,0.8,10003.2
59117,20220713154358,4.3,1002.2,47,184,3.4,0.7,10453.6
59271,20220713154358,11.5,1020.0,31,116,6.0,0.8,10190.6
59278,20220713154358,14.4,1002.6,79,232,6.9,0.6,10189.2
59280,20220713154358,22.3,1000.4,14,51,11.0,1.2,10113.8
59287,20220713154358,3.7,1021.6,73,124,0.3,0.2,10450.3
59289,20220713154358,24.8,1008.9,20,13,11.5,0.1,10479.8
59293,20220713154358,7.1,1012.8,34,213,0.6,1.1,10343.0
59294,20220713154358,2.8,1023.6,65,305,1.0,1.3,10078.9
59298,20220713154358,11.8,1004.7,39,55,13.5,1.1,10357.5
59303,20220713154358,15.2,1009.3,100,182,5.3,1.0,10196.6
59304,20220713154358,34.9,1008.9,29,319,5.4,0.1,10427.3
59306,20220713154358,22.9,1016.0,78,257,9.1,0.5,10397.7
59310,20220713154358,26.7,1000.9,16,206,1.1,1.3,10305.1
59316,20220713154358,24.5,1005.8,73,359,5.4,1.5,10281.3
59317,20220713154358,6.9,1001.8,70,319,11.2,1.4,10413.6
59324,20220713154358,7.7,1024.6,91,189,3.6,0.3,10166.5
59456,20220713154358,31.7,1014.9,86,153,8.8,0.0,10126.6
59462,20220713154358,16.0,1024.2,53,349,2.6,0.4,10107.5
59478,20220713154358,34.1,1022.9,12,329,9.2,1.2,10416.5
59485,20220713154358,23.8,1020.5,99,144,14.2,0.0,10328.4
59488,20220713154358,34.0,1022.6,25,298,7.5,1.3,10447.2
59493,20220713154358,0.8,1021.1,55,186,11.9,0.6,10140.2
59501,20220713154358,26.9,1013.9,57,149,8.3,0.7,10242.2
59658,20220713154358,25.7,1022.3,91,25,3.0,1.2,10493.3
59663,20220713154358,22.3,1006.2,16,103,14.3,1.2,10126.8
59664,20220713154358,8.4,1003.6,5,335,1.5,1.4,10105.0
59673,20220713154358,29.6,1024.3,21,331,0.2,1.3,10432.9
59754,20220713154358,0.2,1016.9,31,124,4.4,0.4,10186.3
57947,20220713154358,27.0,1013.7,11,239,9.4,0.6,10084.9
57957,20220713154358,29.5,1022.5,16,109,12.3,1.1,10287.8
57958,20220713154358,13.8,1007.1,2,324,4.9,1.3,10077.8
59021,20220713154358,16.9,1000.3,68,270,4.5,1.3,10198.5
59023,20220713154358,30.3,1003.6,8,238,3.3,0.6,10072.4
59027,20220713154358,10.1,1004.0,73,288,7.0,1.2,10141.5
59037,20220713154358,26.3,1005.9,78,76,14.1,1.4,10317.2
59046,20220713154358,4.9,1010.7,17,226,0.2,1.5,10427.9
59058,20220713154358,20.7,1021.0,96,61,5.6,0.2,10140.1
59065,20220713154358,20.5,1024.1,30,133,2.6,0.6,10426.3
59209,20220713154358,19.6,1010.2,76,244,0.1,0.5,10005.6
59211,20220713154358,25.6,1011.3,41,25,3.7,0.0,10134.0
59218,20220713154358,20.3,1004.1,20,131,13.3,1.4,10185.2
59228,20220713154358,13.8,1002.8,49,323,4.9,1.3,10492.8
59242,20220713154358,8.5,1020.1,4,344,7.5,0.2,10234.7
59254,20220713154358,9.2,1017.8,53,121,1.9,1.3,10253.4
59265,20220713154358,28.2,1014.5,90,80,10.1,0.9,10232.2
59417,20220713154358,16.2,1001.7,29,326,5.0,0.8,10281.6
59431,20220713154358,25.1,1015.6,71,48,8.9,0.9,10382.8
59446,20220713154358,8.2,1000.9,78,174,8.7,0.1,10278.2
59453,20220713154358,15.5,1002.6,75,177,3.2,1.5,10330.5
59626,20220713154358,14.6,1005.1,62,300,0.6,1.0,10043.5
59631,20220713154358,30.0,1003.0,60,290,7.8,0.6,10270.5
59632,20220713154358,28.6,1022.7,96,17,6.1,0.8,10206.9
59644,20220713154358,7.8,1015.8,99,269,3.0,0.0,10260.9
59647,20220713154358,0.6,1018.5,97,269,11.6,0.5,10303.9
56691,20220713154358,33.9,1014.6,20,73,2.2,0.7,10310.5
56693,20220713154358,31.4,1006.5,35,132,2.2,0.1,10154.7
56792,20220713154358,9.0,1023.3,93,15,0.8,0.3,10012.9
56793,20220713154358,30.9,1014.2,24,54,0.7,1.1,10470.5
57606,20220713154358,18.8,1004.3,78,140,8.2,0.9,10421.2
57614,20220713154358,26.7,1022.2,78,68,14.7,0.7,10269.7
57625,20220713154358,9.7,1006.2,43,185,9.7,0.3,10044.1
57647,20220713154358,1.2,1019.5,90,286,14.7,0.8,10362.9
57707,20220713154358,30.5,1025.0,9,113,11.5,0.6,10014.2
57710,20220713154358,25.1,1016.9,20,293,7.3,0.4,10096.9
57712,20220713154358,33.1,1017.6,96,21,0.5,0.1,10472.6
57718,20220713154358,30.3,1009.6,92,79,5.6,1.2,10116.4
57722,20220713154358,10.9,1003.8,11,313,8.5,1.0,10449.7
57729,20220713154358,31.8,1022.5,32,270,0.1,1.0,10488.2
57731,20220713154358,7.4,1006.3,71,106,6.1,0.1,10101.4
57741,20220713154358,32.1,1001.6,40,280,8.5,0.6,10441.6
57803,20220713154358,11.8,1019.7,38,29,6.5,1.5,10404.7
57805,20220713154358,0.1,1011.2,61,74,13.2,0.8,10019.1
57806,20220713154358,32.9,1004.2,61,320,9.3,0.2,10202.7
57816,20220713154358,11.6,1006.9,100,303,5.6,1.0,10351.2
57825,20220713154358,9.0,1007.7,76,206,9.1,1.3,10047.0
57827,20220713154358,29.2,1008.9,51,210,3.6,1.1,10476.9
57832,20220713154358,29.6,1005.3,21,227,9.7,0.9,10138.7
57839,20220713154358,20.9,1013.0,27,209,6.5,0.9,10155.1
57840,20220713154358,23.6,1009.7,20,74,14.2,1.5,10318.1
57902,20220713154358,30.5,1001.2,89,82,12.6,1.5,10011.8
57906,20220713154358,20.0,1014.5,69,136,0.5,1.3,10371.7
