站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20220715193656,6.3,1011.8,4,359,12.6,0.1,10230.7
58102,20220715193656,3.9,1020.9,81,178,14.3,0.1,10003.9
58118,20220715193656,22.1,1020.1,84,120,1.2,0.7,10006.4
58122,20220715193656,2.8,1021.3,62,184,4.4,0.8,10231.9
58203,20220715193656,6.7,1008.8,33,92,2.3,0.4,10434.8
58215,20220715193656,12.5,1014.3,90,182,5.4,1.0,10341.9
58221,20220715193656,14.0,1023.2,27,134,7.3,0.2,10097.8
58225,20220715193656,3.1,1021.6,20,139,10.1,1.3,10233.9
58236,20220715193656,3.8,1022.1,98,33,13.6,0.2,10116.5
58311,20220715193656,15.6,1004.5,50,128,8.5,1.5,10492.5
58314,20220715193656,11.5,1004.3,36,208,14.0,0.2,10083.8
58319,20220715193656,29.0,1007.1,30,283,14.9,0.5,10474.8
58321,20220715193656,7.0,1012.2,18,207,13.5,0.3,10115.3
58326,20220715193656,10.0,1026.2,51,92,11.9,0.0,10358.1
58336,20220715193656,9.3,1012.3,55,163,10.8,0.2,10005.3
58338,20220715193656,0.9,1007.6,27,56,8.4,0.8,10125.2
58414,20220715193656,23.9,1020.5,55,55,8.9,1.2,10366.5
58419,20220715193656,27.5,1008.1,47,247,8.8,1.3,10393.3
58424,20220715193656,10.2,1023.6,72,13,4.6,0.1,10038.0
58429,20220715193656,23.2,1016.7,40,176,12.5,1.4,10435.2
58436,20220715193656,30.8,1001.2,46,52,2.9,0.7,10173.7
58437,20220715193656,16.4,1010.0,14,176,11.6,0.8,10134.1
58520,20220715193656,2.2,1014.6,23,5,6.4,0.1,10400.5
58531,20220715193656,0.0,1024.8,87,338,3.8,1.4,10079.3
54406,20220715193656,21.4,1020.9,100,253,11.8,0.0,10004.8
54416,20220715193656,34.2,1009.3,98,279,2.5,0.6,10413.3
54511,20220715193656,5.3,1026.2,59,300,8.5,0.0,10054.4
58725,20220715193656,11.0,1000.8,49,243,4.3,1.5,10358.4
58730,20220715193656,30.6,1005.3,57,87,5.7,1.1,10486.8
58731,20220715193656,27.7,1012.7,42,104,0.2,0.2,10487.7
58734,20220715193656,9.3,1001.6,59,333,12.5,0.4,10035.3
58737,20220715193656,8.6,1000.3,45,104,12.1,0.0,10301.5
58744,20220715193656,25.1,1024.9,10,178,14.2,0.1,10448.3
58754,20220715193656,10.3,1010.5,18,216,12.9,0.2,10362.3
58818,20220715193656,16.1,1019.9,96,180,5.2,1.3,10248.3
58820,20220715193656,13.6,1017.6,13,312,1.9,0.8,10085.3
58834,20220715193656,12.0,1021.0,90,147,8.0,1.4,10284.0
58837,20220715193656,28.6,1003.8,3,354,9.3,1.1,10425.4
58843,20220715193656,1.2,1005.6,4,315,8.0,0.2,10439.3
58846,20220715193656,19.3,1004.4,54,294,12.7,0.5,10443.5
58847,20220715193656,18.0,1012.3,20,129,12.6,1.2,10367.0
58911,20220715193656,6.2,1006.4,6,330,2.7,0.7,10487.0
58918,20220715193656,33.4,1009.0,60,326,6.2,0.2,10485.0
58921,20220715193656,5.0,1023.9,21,19,6.8,1.0,10113.9
58926,20220715193656,1.3,1013.1,56,245,6.5,0.7,10383.7
58927,20220715193656,13.4,1019.3,36,329,4.2,1.2,10025.8
58931,20220715193656,3.4,1011.4,41,233,13.4,0.7,10440.5
58933,20220715193656,34.4,1020.0,93,233,12.9,0.1,10059.5
58936,20220715193656,34.8,1022.7,70,296,7.8,0.4,10309.7
58944,20220715193656,30.9,1016.6,28,18,13.5,0.6,10136.7
59113,20220715193656,34.6,1023.9,72,111,6.3,1.5,10103.2
59126,20220715193656,18.9,1025.2,89,100,12.9,0.8,10417.4
59133,20220715193656,30.9,1006.3,70,358,8.2,1.4,10014.1
59134,20220715193656,31.5,1014.6,48,190,11.8,1.5,10082.4
59321,20220715193656,33.8,1007.3,37,234,10.4,1.1,10260.5
52323,20220715193656,6.0,1000.2,87,349,3.4,0.2,10312.0
52418,20220715193656,9.5,1008.9,67,324,10.0,0.7,10194.6
52424,20220715193656,29.1,1019.7,42,327,9.3,1.2,10365.3
52436,20220715193656,16.1,1009.7,60,58,1.1,1.1,10054.6
52446,20220715193656,6.8,1004.2,95,57,7.9,0.8,10232.9
52447,20220715193656,26.5,1010.4,80,81,1.1,0.5,10159.1
52533,20220715193656,3.0,1015.2,93,105,5.9,0.9,10194.9
52546,20220715193656,32.1,1025.3,56,78,9.1,0.6,10002.0
52652,20220715193656,18.4,1020.1,46,43,2.0,1.2,10142.9
52661,20220715193656,11.8,1022.2,19,228,7.9,0.1,10492.6
52674,20220715193656,14.1,1013.7,8,133,2.4,0.3,10111.2
52679,20220715193656,8.4,1022.6,96,100,10.9,1.4,10449.3
52681,20220715193656,9.0,1014.8,51,308,3.0,0.8,10157.0
52787,20220715193656,22.8,1005.5,93,112,6.2,1.5,10488.2
52797,20220715193656,23.4,1021.0,23,283,0.3,1.3,10450.2
52884,20220715193656,18.4,1018.2,88,125,12.0,1.4,10417.7
52895,20220715193656,31.3,1000.2,20,24,0.7,1.3,10479.1
52983,20220715193656,5.0,1024.9,29,342,1.1,0.9,10247.6
52984,20220715193656,30.5,1006.1,68,177,4.6,0.5,10005.9
52986,20220715193656,11.3,1015.2,90,233,5.4,0.4,10060.2
52996,20220715193656,20.1,1025.3,60,35,0.2,0.2,10042.9
53821,20220715193656,14.1,1005.1,89,129,2.3,0.4,10377.7
53915,20220715193656,21.1,1015.4,38,280,12.5,0.0,10008.7
53923,20220715193656,24.5,1014.5,84,77,6.7,1.2,10258.4
56074,20220715193656,24.8,1014.1,61,159,11.4,1.1,10200.8
56080,20220715193656,2.9,1000.4,99,125,10.3,1.4,10134.4
56093,20220715193656,31.6,1003.5,18,32,9.4,1.1,10097.9
56096,20220715193656,30.5,1014.6,56,188,0.7,1.0,10312.1
57014,20220715193656,33.6,1020.5,89,322,11.1,0.4,10241.3
57996,20220715193656,25.0,1025.7,9,63,7.3,1.1,10315.7
59072,20220715193656,23.0,1007.2,48,204,0.4,0.1,10309.1
59082,20220715193656,16.9,1003.2,95,355,3.5,0.9,10092.4
59087,20220715193656,10.0,1024.7,1,41,4.7,0.0,10464.1
59088,20220715193656,21.4,1012.6,77,300,6.3,0.9,10086.2
59096,20220715193656,16.9,1006.6,58,245,4.5,0.4,10413.1
59097,20220715193656,6.6,1012.3,91,343,9.5,0.4,10356.0
59107,20220715193656,12.5,1024.0,54,97,2.4,0.9,10470.7
59116,20220715193656,0.1,1010.9,74,35,8.7,0.2,10333.2
59117,20220715193656,21.9,1002.2,12,278,8.5,0.4,10149.9
59271,20220715193656,21.4,1023.2,78,262,10.0,0.3,10075.9
59278,20220715193656,32.3,1018.8,16,41,4.3,0.8,10444.0
59280,20220715193656,21.8,1022.4,58,64,2.0,0.2,10140.2
59287,20220715193656,4.1,1018.7,59,159,11.9,0.6,10366.3
59289,20220715193656,2.4,1012.2,6,147,11.9,0.6,10249.2
59293,20220715193656,29.5,1008.0,60,258,1.3,0.6,10263.0
59294,20220715193656,9.4,1000.7,58,229,12.1,0.2,10346.4
59298,20220715193656,33.0,1021.9,5,0,13.3,1.0,10432.4
59303,20220715193656,7.9,1025.4,61,119,2.7,0.5,10470.7
59304,20220715193656,29.6,1004.1,21,328,0.9,0.3,10323.3
59306,20220715193656,0.4,1021.2,38,341,10.4,0.3,10422.8
59310,20220715193656,21.7,1018.5,36,230,11.4,1.5,10263.3
59316,20220715193656,13.4,1017.4,82,13,9.0,0.2,10174.4
59317,20220715193656,10.5,1017.6,64,76,6.3,1.1,10018.2
59324,20220715193656,34.6,1004.1,24,206,7.5,0.4,10489.0
59456,20220715193656,7.6,1002.6,43,329,2.7,1.4,10396.2
59462,20220715193656,1.9,1024.1,3,43,7.7,0.4,10025.8
59478,20220715193656,9.0,1025.0,14,247,14.1,0.4,10282.3
59485,20220715193656,27.7,1024.1,93,200,12.9,0.7,10329.4
59488,20220715193656,30.6,1014.4,12,76,9.1,0.9,10300.1
59493,20220715193656,2.3,1003.0,79,175,0.9,1.2,10009.6
59501,20220715193656,33.3,1013.8,8,126,10.0,0.8,10268.8
59658,20220715193656,28.4,1007.3,2,100,11.1,0.1,10487.1
59663,20220715193656,15.6,1010.5,65,85,4.2,0.7,10473.0
59664,20220715193656,24.5,1007.7,80,295,7.0,1.3,10347.3
59673,20220715193656,18.7,1009.4,82,97,6.2,1.3,10306.6
59754,20220715193656,29.5,1025.1,75,37,11.2,1.5,10122.1
57947,20220715193656,18.1,1009.1,43,14,13.3,1.0,10020.2
57957,20220715193656,14.2,1026.3,93,180,6.8,0.4,10441.8
57958,20220715193656,0.9,1008.5,91,239,7.9,1.1,10172.5
59021,20220715193656,30.2,1016.2,65,199,2.6,0.6,10488.1
59023,20220715193656,4.8,1020.1,78,173,13.9,1.2,10304.9
59027,20220715193656,5.0,1009.5,39,238,1.6,1.1,10479.0
59037,20220715193656,13.5,1020.4,31,124,14.4,0.8,10219.6
59046,20220715193656,28.5,1020.8,32,290,0.8,0.4,10141.6
59058,20220715193656,11.2,1026.1,50,194,5.4,1.0,10472.9
59065,20220715193656,27.7,1001.5,16,256,13.1,0.1,10366.0
59209,20220715193656,28.3,1009.8,29,335,4.9,0.6,10259.2
59211,20220715193656,0.0,1021.3,55,312,2.4,0.9,10274.5
59218,20220715193656,9.2,1021.3,76,96,12.2,0.8,10255.5
59228,20220715193656,7.1,1004.0,30,32,0.1,0.4,10078.1
59242,20220715193656,6.4,1013.7,59,75,9.2,0.6,10400.1
59254,20220715193656,5.8,1016.5,82,58,2.5,1.1,10134.2
59265,20220715193656,31.0,1017.0,57,51,5.6,1.5,10244.9
59417,20220715193656,10.6,1010.5,42,114,5.7,1.5,10061.2
59431,20220715193656,29.6,1009.2,19,16,2.1,0.8,10328.6
59446,20220715193656,9.6,1013.5,54,226,1.0,1.0,10194.0
59453,20220715193656,34.8,1016.6,7,317,4.4,0.2,10277.2
59626,20220715193656,2.2,1025.0,73,38,0.0,0.9,10302.1
59631,20220715193656,10.9,1026.1,64,100,0.6,0.5,10040.5
59632,20220715193656,21.6,1012.2,1,321,2.7,1.3,10188.9
59644,20220715193656,23.3,1018.2,44,176,1.3,0.5,10151.4
59647,20220715193656,12.3,1023.0,39,307,11.0,1.0,10212.1
56691,20220715193656,33.6,1021.5,23,122,6.4,1.3,10007.3
56693,20220715193656,22.9,1009.5,63,29,13.2,0.2,10234.9
56792,20220715193656,16.0,1018.7,43,150,1.4,1.0,10109.3
56793,20220715193656,24.6,1013.4,97,325,0.5,0.2,10489.9
57606,20220715193656,14.3,1016.1,83,120,2.4,1.2,10469.8
57614,20220715193656,19.0,1023.6,49,68,1.3,1.0,10418.6
57625,20220715193656,14.4,1015.4,1,41,0.1,1.1,10327.1
57647,20220715193656,33.3,1000.8,44,154,2.2,0.3,10322.5
57707,20220715193656,29.2,1006.1,77,299,2.4,0.2,10359.6
57710,20220715193656,15.6,1011.6,34,166,0.9,0.5,10161.2
57712,20220715193656,17.5,1022.2,57,182,7.8,0.4,10484.7
57718,20220715193656,7.9,1025.8,49,86,3.6,1.5,10341.6
57722,20220715193656,32.9,1021.4,25,340,1.2,0.8,10406.8
57729,20220715193656,32.8,1012.7,71,205,3.0,0.7,10305.8
57731,20220715193656,5.1,1017.8,71,234,3.8,0.2,10073.7
57741,20220715193656,34.7,1022.2,21,218,14.0,0.0,10074.6
57803,20220715193656,3.0,1021.3,90,116,14.8,1.0,10174.4
57805,20220715193656,31.3,1009.0,69,189,13.3,0.2,10241.5
57806,20220715193656,34.7,1008.4,12,165,13.4,1.3,10225.6
57816,20220715193656,34.9,1022.2,8,139,9.9,0.0,10243.1
57825,20220715193656,34.4,1015.8,86,176,1.4,0.7,10003.8
57827,20220715193656,19.5,1022.3,34,164,6.3,1.3,10402.7
57832,20220715193656,33.8,1006.8,14,254,8.9,0.4,10381.9
57839,20220715193656,34.7,1017.2,91,66,6.9,0.9,10404.0
57840,20220715193656,23.7,1011.2,27,78,7.8,0.8,10322.8
57902,20220715193656,33.2,1002.4,32,156,13.2,0.0,10133.8
57906,20220715193656,10.6,1014.1,59,76,1.4,1.5,10301.3
57907,20220715193656,31.1,1016.0,34,350,10.5,0.7,10060.2
57910,20220715193656,19.0,1008.7,67,95,5.2,0.0,10379.5
57912,20220715193656,2.8,1009.6,84,214,9.7,1.4,10045.7
57916,20220715193656,34.3,1002.2,63,259,5.3,1.3,10370.1
57922,20220715193656,4.5,1010.4,90,246,4.2,1.4,10102.2
57926,20220715193656,25.5,1006.7,85,283,6.9,0.2,10004.3
57932,20220715193656,15.2,1023.5,28,243,5.1,0.3,10132.7
59758,20220715193656,23.0,1001.2,60,130,1.2,1.4,10215.6
59838,20220715193656,12.0,1010.7,37,147,9.1,1.3,10402.3
59845,20220715193656,3.1,1025.4,22,212,4.6,0.2,10027.5
59849,20220715193656,30.3,1010.8,31,221,10.3,0.2,10166.9
59855,20220715193656,26.1,1023.1,75,86,10.0,0.6,10241.6
59948,20220715193656,5.8,1005.5,51,170,10.7,1.0,10481.1
59954,20220715193656,8.4,1000.6,84,294,11.5,1.2,10491.4
59981,20220715193656,30.9,1002.9,79,90,7.3,0.5,10480.3
53399,20220715193656,33.9,1008.9,21,285,9.2,0.3,10040.2
53593,20220715193656,2.4,1018.3,33,65,4.3,1.0,10129.8
53698,20220715193656,23.4,1005.7,57,10,3.8,0.7,10102.2
53798,20220715193656,0.1,1018.8,8,308,11.2,1.3,10459.3
54308,20220715193656,27.5,1022.3,74,264,11.7,0.6,10144.1
54311,20220715193656,14.4,1006.8,46,304,2.6,0.5,10439.0
54401,20220715193656,9.7,1014.8,49,203,8.7,1.2,10135.4
54405,20220715193656,6.4,1013.6,15,144,4.4,0.9,10400.1
54423,20220715193656,31.2,1020.5,55,64,0.9,1.5,10383.0
54429,20220715193656,22.5,1006.0,62,208,1.8,1.4,10457.2
54436,20220715193656,13.8,1023.7,6,359,0.0,1.3,10027.4
54449,20220715193656,11.3,1026.2,21,78,0.5,0.6,10026.7
54518,20220715193656,17.5,1001.2,55,288,6.7,1.2,10126.7
54534,20220715193656,5.2,1004.2,65,105,11.3,1.3,10022.7
54535,20220715193656,16.2,1018.9,90,272,12.1,1.0,10098.2
54539,20220715193656,11.1,1001.4,47,224,10.8,0.2,10270.8
54602,20220715193656,14.1,1010.0,85,35,10.9,1.4,10000.2
54606,20220715193656,29.9,1021.3,28,35,13.7,0.3,10415.1
54618,20220715193656,19.4,1013.9,58,238,10.3,1.4,10032.4
54624,20220715193656,7.8,1020.4,74,270,4.5,1.5,10419.4
54705,20220715193656,29.2,1006.5,49,109,13.7,0.8,10030.2
53898,20220715193656,13.8,1011.9,13,213,2.4,0.8,10113.6
53986,20220715193656,33.4,1006.8,41,276,10.2,0.9,10224.8
57051,20220715193656,22.1,1007.7,77,174,14.3,1.4,10128.5
57067,20220715193656,16.4,1017.4,4,213,0.5,1.5,10054.9
57071,20220715193656,4.0,1023.8,5,89,6.4,0.0,10202.5
57077,20220715193656,13.4,1012.6,95,333,4.2,0.2,10018.4
57083,20220715193656,30.0,1024.5,77,34,13.2,1.2,10039.5
57084,20220715193656,19.7,1007.9,29,215,7.4,1.5,10113.4
57089,20220715193656,0.8,1021.7,76,183,12.7,0.3,10138.0
57091,20220715193656,32.9,1013.8,31,220,0.4,1.2,10107.9
57156,20220715193656,22.3,1012.0,8,153,4.5,1.5,10386.0
57178,20220715193656,16.3,1006.9,40,324,4.4,1.5,10088.2
57181,20220715193656,3.7,1012.6,33,61,9.0,1.5,10267.4
57193,20220715193656,12.1,1025.1,42,18,8.9,1.1,10344.4
57285,20220715193656,26.5,1017.8,29,244,0.8,0.3,10230.3
57290,20220715193656,19.8,1009.2,89,163,11.2,1.1,10314.4
57297,20220715193656,27.9,1006.1,64,26,14.7,1.1,10109.2
58005,20220715193656,5.1,1004.0,4,244,14.8,0.8,10024.0
58111,20220715193656,30.1,1016.8,59,224,6.6,1.4,10101.5
58208,20220715193656,26.1,1022.9,70,322,14.6,0.1,10408.9
50136,20220715193656,27.0,1003.6,59,286,13.3,0.9,10381.9
50246,20220715193656,8.3,1025.9,72,232,12.6,1.1,10012.2
50247,20220715193656,7.6,1009.1,44,323,9.1,0.1,10040.1
50349,20220715193656,32.0,1021.0,33,6,1.4,0.9,10051.7
50353,20220715193656,19.0,1024.3,87,209,10.1,1.2,10228.4
50442,20220715193656,22.3,1011.0,81,199,8.9,0.7,10432.5
50468,20220715193656,33.8,1021.3,20,241,10.0,0.7,10437.8
50557,20220715193656,34.8,1012.8,8,273,5.8,1.5,10482.5
50564,20220715193656,30.7,1000.3,12,345,0.8,0.6,10455.7
50656,20220715193656,4.9,1006.6,94,66,1.6,0.1,10193.1
50658,20220715193656,1.9,1000.7,61,222,10.7,1.1,10232.3
50674,20220715193656,25.6,1003.8,20,263,1.7,1.1,10438.6
50739,20220715193656,12.1,1022.8,52,222,1.3,0.6,10320.7
50742,20220715193656,15.6,1018.2,46,251,6.1,0.2,10304.2
50745,20220715193656,1.2,1008.6,99,347,4.3,0.6,10127.1
50756,20220715193656,34.9,1009.6,26,282,4.0,0.4,10464.6
50758,20220715193656,21.4,1004.0,26,146,9.4,0.0,10485.6
50774,20220715193656,14.0,1003.3,28,61,0.3,0.8,10014.8
50778,20220715193656,0.1,1000.8,46,65,13.1,1.1,10439.6
50788,20220715193656,3.4,1024.8,95,68,14.6,1.5,10308.3
50844,20220715193656,23.8,1024.2,56,317,9.3,0.0,10369.6
50853,20220715193656,31.1,1004.8,77,98,14.7,0.8,10478.8
50854,20220715193656,27.1,1008.5,96,108,14.5,1.2,10203.0
50862,20220715193656,14.4,1010.3,47,142,13.8,0.8,10070.3
50873,20220715193656,26.7,1013.1,22,73,13.0,0.1,10411.5
50877,20220715193656,34.7,1001.1,12,154,7.0,0.7,10405.5
50888,20220715193656,9.8,1006.3,45,43,2.6,1.2,10427.9
50950,20220715193656,19.5,1009.2,5,358,11.6,1.4,10239.7
50953,20220715193656,8.9,1003.9,36,291,5.7,0.1,10025.5
50955,20220715193656,2.0,1015.8,41,133,0.1,1.1,10108.1
50963,20220715193656,6.9,1007.5,46,174,13.6,0.9,10400.3
50968,20220715193656,0.6,1016.8,9,93,11.6,0.5,10143.6
50973,20220715193656,20.3,1012.7,89,110,1.4,0.7,10053.7
50978,20220715193656,1.7,1010.2,100,199,7.2,1.1,10391.0
50983,20220715193656,11.3,1026.2,6,99,8.4,1.0,10288.7
54094,20220715193656,30.4,1026.3,64,292,12.7,0.4,10435.0
54096,20220715193656,1.9,1019.9,54,69,10.8,1.3,10488.6
57251,20220715193656,22.1,1009.2,2,246,4.9,0.4,10375.2
57256,20220715193656,16.4,1025.3,83,158,8.7,0.7,10489.3
57259,20220715193656,5.2,1007.6,96,32,8.5,1.5,10393.2
57265,20220715193656,23.1,1004.3,48,349,12.4,1.2,10427.0
57278,20220715193656,19.7,1020.4,58,39,11.1,1.1,10042.9
57279,20220715193656,28.3,1026.3,63,4,0.9,1.3,10307.2
57355,20220715193656,24.6,1012.9,33,298,12.8,1.5,10212.6
57358,20220715193656,31.5,1004.8,93,177,12.3,1.5,10440.2
57359,20220715193656,2.9,1007.9,77,254,13.5,1.3,10397.1
57363,20220715193656,27.0,1001.3,99,129,6.2,1.2,10486.4
57378,20220715193656,17.1,1009.2,29,219,9.4,0.4,10104.4
57381,20220715193656,24.0,1014.6,54,15,13.2,0.9,10014.5
57395,20220715193656,28.8,1004.6,3,345,12.7,1.4,10131.3
57399,20220715193656,19.4,1015.8,33,21,6.2,1.4,10033.3
57439,20220715193656,3.2,1025.9,17,59,10.2,0.4,10138.0
57445,20220715193656,8.9,1007.8,61,230,0.1,0.5,10499.5
57447,20220715193656,17.5,1022.2,74,329,4.8,0.3,10287.3
57458,20220715193656,33.8,1008.8,86,251,11.8,0.5,10375.5
57461,20220715193656,18.7,1022.3,76,100,14.7,0.3,10255.3
57476,20220715193656,22.3,1018.7,31,339,14.7,1.0,10488.4
57482,20220715193656,8.5,1005.3,79,72,2.0,1.1,10362.9
57483,20220715193656,22.9,1024.3,68,79,3.1,0.4,10025.2
57493,20220715193656,19.6,1000.3,95,284,12.6,0.1,10135.4
57494,20220715193656,3.7,1017.0,57,27,14.9,0.6,10030.6
57545,20220715193656,28.4,1014.1,49,325,4.1,0.6,10078.1
57573,20220715193656,23.3,1024.7,51,84,11.0,0.1,10052.9
57581,20220715193656,25.4,1022.3,26,36,14.8,0.8,10126.5
57583,20220715193656,3.5,1012.9,78,171,0.2,1.0,10440.4
57595,20220715193656,26.5,1012.4,58,260,10.7,0.5,10299.7
58402,20220715193656,10.6,1000.0,75,194,11.7,1.2,10113.0
58407,20220715193656,12.0,1023.5,35,302,6.8,1.5,10498.3
58500,20220715193656,11.7,1003.6,3,114,2.3,0.4,10110.7
57554,20220715193656,21.1,1022.6,77,168,9.2,0.9,10277.1
57562,20220715193656,29.6,1021.7,26,258,2.7,1.1,10371.9
57574,20220715193656,25.7,1004.7,64,357,7.2,0.5,10221.1
57584,20220715193656,12.3,1025.0,22,78,9.2,1.5,10245.2
57642,20220715193656,3.2,1010.0,51,252,12.1,1.0,10389.2
57649,20220715193656,8.5,1021.3,2,136,5.5,0.6,10254.6
57655,20220715193656,29.5,1007.5,80,129,0.7,0.2,10191.4
57662,20220715193656,34.2,1014.8,58,204,10.5,0.6,10453.5
57669,20220715193656,18.3,1007.4,40,116,5.9,0.9,10207.5
57671,20220715193656,0.5,1013.9,82,259,13.2,0.6,10249.5
57673,20220715193656,8.5,1023.9,82,82,14.4,0.4,10162.2
57679,20220715193656,5.4,1025.8,63,126,10.1,0.3,10479.5
57682,20220715193656,14.2,1003.2,98,208,0.6,0.1,10358.9
57687,20220715193656,27.9,1007.5,34,12,5.0,1.0,10312.4
57745,20220715193656,31.8,1012.2,67,204,6.7,0.8,10492.1
57749,20220715193656,27.2,1015.7,2,227,2.3,1.1,10044.4
57752,20220715193656,21.4,1011.0,21,345,8.7,0.9,10024.5
57758,20220715193656,22.6,1025.1,20,82,3.9,0.4,10300.5
57761,20220715193656,6.2,1022.8,19,263,12.5,0.1,10254.7
57766,20220715193656,0.4,1021.2,98,320,10.1,0.3,10331.4
57774,20220715193656,34.9,1000.4,38,121,9.9,0.9,10185.2
57776,20220715193656,12.1,1005.6,81,23,8.3,1.1,10296.9
57779,20220715193656,12.8,1000.1,66,53,8.1,1.5,10186.2
57780,20220715193656,0.5,1004.0,89,323,10.9,0.1,10271.3
57841,20220715193656,28.9,1000.1,43,87,5.1,0.3,10179.8
57845,20220715193656,24.4,1023.3,28,231,1.5,1.5,10045.3
57853,20220715193656,0.9,1011.6,77,54,11.9,0.1,10277.1
57857,20220715193656,29.3,1018.0,28,8,9.7,1.5,10191.2
57860,20220715193656,9.3,1023.0,27,290,4.1,0.5,10312.9
57866,20220715193656,6.3,1018.7,51,137,9.3,0.5,10037.2
57872,20220715193656,34.8,1024.1,19,168,14.9,1.5,10234.9
57874,20220715193656,32.2,1018.6,22,100,11.3,0.0,10203.2
57889,20220715193656,27.5,1005.3,93,222,2.3,0.7,10193.4
57965,20220715193656,34.1,1016.2,54,351,9.6,1.1,10331.8
57972,20220715193656,24.6,1022.0,53,117,6.9,1.4,10142.9
57974,20220715193656,31.8,1018.5,92,351,0.4,1.2,10453.7
50936,20220715193656,33.4,1010.0,41,42,8.3,0.1,10231.3
50945,20220715193656,8.9,1007.9,49,124,14.8,0.2,10493.4
50948,20220715193656,21.7,1002.5,48,66,8.8,0.3,10100.0
50949,20220715193656,0.2,1025.2,94,239,3.9,0.8,10005.0
54041,20220715193656,31.6,1015.6,83,93,1.8,1.0,10039.6
54049,20220715193656,1.2,1013.2,53,101,1.3,0.8,10185.5
54063,20220715193656,26.9,1004.2,26,136,0.8,0.0,10256.6
54064,20220715193656,1.6,1018.6,78,297,5.0,1.4,10028.7
54142,20220715193656,34.7,1024.4,8,43,1.2,0.1,10212.0
54157,20220715193656,8.7,1002.0,96,333,12.5,1.5,10001.8
54161,20220715193656,19.2,1005.8,84,210,10.2,0.0,10065.3
54165,20220715193656,28.5,1021.0,53,40,6.3,0.5,10231.4
54171,20220715193656,15.8,1016.9,55,224,11.5,0.1,10091.0
54181,20220715193656,22.3,1011.9,88,29,7.1,0.3,10468.0
54186,20220715193656,6.7,1018.2,93,87,8.2,0.7,10239.7
54195,20220715193656,32.0,1004.8,96,279,2.5,0.7,10353.9
54260,20220715193656,22.0,1016.3,78,313,3.4,1.1,10150.3
54263,20220715193656,1.1,1008.1,98,178,10.2,0.0,10484.9
54266,20220715193656,21.4,1002.1,86,272,0.4,0.5,10364.7
54273,20220715193656,6.0,1015.0,49,45,14.3,0.3,10221.2
54276,20220715193656,17.2,1022.7,86,300,12.3,1.4,10449.8
54284,20220715193656,5.2,1025.1,23,179,9.4,1.1,10393.0
54285,20220715193656,1.1,1014.1,30,153,2.9,0.6,10084.3
54286,20220715193656,19.2,1025.9,10,134,14.9,0.1,10354.5
54292,20220715193656,25.1,1020.3,25,196,14.7,0.5,10389.5
54363,20220715193656,28.8,1020.4,90,150,7.2,1.1,10270.8
54374,20220715193656,14.5,1013.8,79,145,9.1,0.3,10245.5
54377,20220715193656,33.0,1002.9,89,296,6.8,1.3,10292.0
54386,20220715193656,6.2,1022.9,30,5,5.9,1.0,10164.1
58026,20220715193656,34.8,1017.0,58,177,4.1,1.4,10127.2
58027,20220715193656,6.2,1008.1,49,190,9.4,1.5,10358.2
58038,20220715193656,29.4,1007.1,87,238,6.0,0.6,10131.7
58040,20220715193656,1.8,1008.8,45,321,2.7,1.3,10130.2
58047,20220715193656,25.3,1008.9,100,16,9.7,0.8,10453.5
58130,20220715193656,12.3,1011.3,34,132,2.0,0.1,10293.0
58135,20220715193656,8.2,1005.5,82,276,9.9,1.1,10359.5
58138,20220715193656,28.5,1011.0,29,122,1.8,0.4,10261.9
58141,20220715193656,25.4,1005.9,15,147,3.1,0.9,10257.3
58143,20220715193656,34.7,1018.9,61,18,3.4,1.3,10197.8
58150,20220715193656,28.2,1004.9,9,273,3.9,1.0,10037.5
58158,20220715193656,31.8,1017.3,96,170,5.9,1.5,10471.5
58238,20220715193656,23.7,1019.4,40,129,10.0,0.9,10326.5
58241,20220715193656,5.4,1004.9,4,93,14.3,0.4,10313.3
